,locus,start,end,nbps,nsnps,gene_tree
0,0,0,1000,1000,136,"(r0:0.012221,r1:0.010211,(((r3:0.010169,r2:0.012243):0.02784,r5:0.034762):0.009912,((r4:0.017391,r7:0.006029):0.000965,r6:0.005011):0.004926):0.001074);"
1,1,0,1000,1000,123,"((r1:0.014108,r0:0.008802):0.016006,(r4:0.015539,r6:0.017636):0.003068,(r2:0.024306,(r7:0.01643,r5:0.0133,r3:0.013287):0.00273):0.002482);"
2,2,0,1000,1000,109,"(r5:0.014612,((r4:0.014791,r3:0.021967):0.006355,r6:0.009804):0.005015,(r0:0.009157,r1:0.016046):0.014878,(r2:0.006163,r7:0.017932):0.004048);"
3,3,0,1000,1000,103,"(r6:0.009105,(((r5:0.011079,r7:0.007029,r0:0.014131):0.002182,r4:0.009897):0.002003,(r3:0.013174,r1:0.013165):0.003824):0.004176,r2:0.018293);"
4,4,0,1000,1000,131,"(((r0:0.007572,r1:0.009766):0.005929,r6:0.02482):0.021044,(r3:0.017207,r5:0.019169):0.002875,(r4:0.008801,(r7:0.010549,r2:0.010142):0.008915):0.005993);"
5,5,0,1000,1000,78,"((r5:0.001127,(r6:0.008074,r2:0.007046,r7:0.012157,r1:0.009107):0.006955):0.00611,(r3:0.009155,r0:0.008098):0.013253,r4:0.003145);"
6,6,0,1000,1000,195,"(r0:0.015177,(r5:0.011126,r6:0.013172):0.002962,(((r3:0.018239,r7:0.021269):0.003172,r2:0.087555):0.000949,(r4:0.023587,r1:0.012086):0.006981):0.005172);"
7,7,0,1000,1000,95,"(r5:0.016251,(((((r1:0.005033,r0:0.004019):0.005047,r7:0.008078):0.004038,r3:0.019354):0.001973,r6:0.013181):0.000987,r4:0.011139):0.004013,r2:0.008117);"
8,8,0,1000,1000,119,"((r6:0.013138,r2:0.009069,r5:0.00907,r4:0.010084):0.007619,((r1:0.009142,r0:0.010098):0.009693,r7:0.012067):0.028555,r3:0.009674);"
9,9,0,1000,1000,97,"(r0:0.010111,(r3:0.010133,r1:0.010153):0.00198,(r4:0.012176,r6:0.008099):0.001983,(r5:0.012727,r2:0.010846):0.01514,r7:0.011124);"
10,10,0,1000,1000,141,"(((r7:0.018,(r0:0.013392,r3:0.014625):0.005843):0.012141,r2:0.023345):0.017268,r1:0.023118,((r4:0.007276,r6:0.019766):0.008039,r5:0.009432):0.007247);"
11,11,0,1000,1000,97,"((r6:0.00611,((r5:0.007996,((r3:0.029817,r4:0.016086):0.002838,r0:0.007889):0.005652):0.002159,r7:0.015278):0.006243):0.00099,r1:0.011268,r2:0.002019);"
12,12,0,1000,1000,125,"((r6:0.024817,(r0:0.005992,r1:0.011267):0.008114):0.000967,r3:0.026975,((r4:0.009126,r2:0.024725,r5:0.013165):0.005133,r7:0.007031):0.00403);"
13,13,0,1000,1000,103,"(r3:0.013107,r6:0.008033,((r4:0.007029,(r0:0.007046,r1:0.006036):0.000988,r7:0.007029):0.012171,r5:0.019359):0.009076,r2:0.017224);"
14,14,0,1000,1000,124,"((r3:0.012272,r7:0.018671):0.021192,(r6:0.012706,(r5:0.011251,(r4:0.007106,r1:0.006062):0.015531):0.002481):0.002096,(r0:0.009091,r2:0.016216):0.003801);"
15,15,0,1000,1000,99,"((r4:0.008042,r6:0.007034,r3:0.007029):0.001987,r5:0.012205,(r7:0.010283,r1:0.016547):0.000826,(r2:0.017563,r0:0.025267):0.007352);"
16,16,0,1000,1000,107,"((r6:0.019024,r0:0.005645):0.015258,r3:0.011967,(r7:0.010506,(r1:0.02028,((r5:0.011232,r4:0.006114):0.000955,r2:0.008115):0.002596):0.007334):0.000908);"
17,17,0,1000,1000,134,"(r6:0.014164,r2:0.007393,((r5:0.029365,r4:0.010561):0.007059,(r7:0.019599,(r0:0.006089,r1:0.004031):0.010709):0.027119,r3:0.01878):0.001972);"
18,18,0,1000,1000,90,"(r4:0.007094,r6:0.009057,((r1:0.005026,r0:0.003014):0.000993,(r5:0.009054,r3:0.014144,r2:0.010068,r7:0.008041):0.022372):0.006088);"
19,19,0,1000,1000,85,"((r4:0.003005,r5:0.005034):0.010105,((r6:0.008074,r2:0.01316):0.000977,r1:0.013115):0.003014,r3:0.010064,(r7:0.006057,r0:0.013194):0.00097);"
20,20,0,1000,1000,106,"(r3:0.010362,(r5:0.005171,((r2:0.018958,(r6:0.040621,r7:0.008629):0.002502):0.007415,(r1:0.003026,r0:0.004035):0.003079):0.0009):0.010368,r4:0.011449);"
21,21,0,1000,1000,140,"((r7:0.014238,r6:0.00605):0.005112,((r0:0.015195,r5:0.013162,r3:0.009073):0.001018,r4:0.00703):0.002981,(r1:0.018005,r2:0.027713):0.036719);"
22,22,0,1000,1000,133,"((r6:0.022113,r7:0.015325):0.014173,r3:0.00831,(r5:0.015347,((r2:0.01434,r4:0.014303):0.00123,(r0:0.006083,r1:0.003001):0.014224):0.012775):0.01449);"
23,23,0,1000,1000,105,"(r3:0.010294,((r4:0.01294,r5:0.011268):0.00223,r0:0.01617):0.004153,(r1:0.014443,((r2:0.011044,r6:0.01034):0.002895,r7:0.016312):0.003226):0.000915);"
24,24,0,1000,1000,139,"(r3:0.016136,(r2:0.011971,(r0:0.009099,r1:0.004019):0.004229):0.00091,(((r5:0.011194,r7:0.006013):0.009298,r6:0.050496):0.000773,r4:0.02044):0.009441);"
25,25,0,1000,1000,131,"(r6:0.011101,r3:0.016293,(r7:0.040298,r0:0.035973):0.007632,((r2:0.009082,r1:0.004018,r5:0.009087):0.000988,r4:0.007073):0.005041);"
26,26,0,1000,1000,118,"((r3:0.017622,r7:0.015546):0.001758,((r0:0.007432,r1:0.007015):0.034488,r6:0.017508):0.006178,(r5:0.01118,(r4:0.009151,r2:0.008151):0.003012):0.0001);"
27,27,0,1000,1000,95,"(r5:0.010102,(r3:0.011307,r2:0.011327,(r7:0.00917,(r1:0.004041,r0:0.004059):0.013438):0.001037):0.004271,(r4:0.019627,r6:0.005289):0.016933);"
28,28,0,1000,1000,106,"((((r0:0.005031,r1:0.003011):0.010099,r7:0.013121,r3:0.012111):0.00097,r4:0.011123):0.01015,r6:0.014194,(r5:0.013177,r2:0.015224):0.00395);"
29,29,0,1000,1000,128,"((r6:0.011233,(r4:0.009668,(r7:0.007607,r0:0.021537):0.029768):0.026061,r3:0.014346,r5:0.005048):0.000888,r1:0.015598,r2:0.014497);"
30,30,0,1000,1000,116,"((r3:0.014987,r0:0.006908):0.005326,(r2:0.014537,((r7:0.026413,(r6:0.014646,r5:0.014553):0.003292):0.00735,r4:0.013777):0.006125):0.003346,r1:0.014086);"
31,31,0,1000,1000,146,"(r6:0.02327,((r2:0.012198,r7:0.01343):0.035643,(r1:0.005025,r0:0.006035):0.005296):0.002895,((r4:0.008062,r5:0.007052):0.008079,r3:0.012167):0.016618);"
32,32,0,1000,1000,114,"(r7:0.009477,(r4:0.020729,r1:0.018647):0.009879,((r3:0.011249,r6:0.021683):0.002224,((r0:0.008121,r5:0.01017):0.001954,r2:0.007062):0.004731):0.001976);"
33,33,0,1000,1000,111,"(r0:0.00502,r6:0.010078,r1:0.013124,(r7:0.013183,(((r5:0.00198,r4:0.007068):0.013695,r2:0.015822):0.014302,r3:0.012755):0.010606):0.000954);"
34,34,0,1000,1000,120,"(r4:0.01126,(r6:0.015813,r1:0.011066):0.001543,(((r5:0.016397,r0:0.02087):0.003349,(r2:0.018898,r3:0.017793):0.002767):0.004411,r7:0.015132):0.003312);"
35,35,0,1000,1000,116,"(r2:0.014941,((r4:0.011341,r5:0.009198):0.008266,r3:0.009214):0.003606,((r7:0.016279,(r6:0.018419,r0:0.014808):0.005287):0.00584,r1:0.018169):0.00573);"
36,36,0,1000,1000,134,"((((r0:0.013353,r7:0.010269):0.004647,(r1:0.022874,r2:0.01366):0.00396):0.003451,r3:0.016513):0.018961,r6:0.016126,(r5:0.014548,r4:0.015462):0.007716);"
37,37,0,1000,1000,91,"((r2:0.012261,r6:0.007148):0.002832,(r0:0.006213,r1:0.006979):0.005058,(r7:0.007172,(r3:0.011293,r5:0.011327):0.00082):0.015577,r4:0.014468);"
38,38,0,1000,1000,133,"(r4:0.009966,r6:0.014251,((r5:0.017299,(r1:0.012255,r2:0.015489):0.017726,(r3:0.022963,r7:0.017677):0.005938):0.001004,r0:0.01754):0.002208);"
39,39,0,1000,1000,114,"(r4:0.013108,r5:0.016166,(r7:0.013111,(r3:0.015204,r2:0.012161):0.00094):0.002008,(r6:0.013132,(r1:0.017282,r0:0.01009):0.007069):0.00099);"
40,40,0,1000,1000,96,"(((r0:0.007816,r1:0.010358):0.003525,(r5:0.003005,r4:0.003008):0.008303):0.002233,(r3:0.021404,(r7:0.00705,r6:0.011125):0.005034):0.00553,r2:0.013696);"
41,41,0,1000,1000,126,"((r2:0.01344,r6:0.019751):0.005128,(r7:0.020389,r3:0.022868):0.026403,((r0:0.008162,r1:0.00711):0.00612,(r5:0.00405,r4:0.006069):0.005084):0.002987);"
42,42,0,1000,1000,109,"(((r3:0.013034,r2:0.016678):0.005131,r4:0.009685):0.005305,(r6:0.010183,r0:0.014283):0.002792,(r5:0.012226,(r7:0.013223,r1:0.007078):0.003966):0.007285);"
43,43,0,1000,1000,97,"(r0:0.014144,((r7:0.008046,r6:0.010079,r5:0.006028,r4:0.010085):0.00706,r1:0.01623):0.001992,r2:0.012101,r3:0.015166);"
44,44,0,1000,1000,92,"((r1:0.004011,r0:0.008122):0.00814,r4:0.003025,((r7:0.00709,(r5:0.012224,(r3:0.016474,r2:0.018475):0.005063):0.005075):0.000984,r6:0.010123):0.000994);"
45,45,0,1000,1000,160,"(r3:0.021036,(r0:0.029596,(r1:0.023235,(r7:0.030987,r2:0.015483):0.013899):0.023552):0.016608,((r5:0.000998,r4:0.004057):0.009394,r6:0.012974):0.014356);"
46,46,0,1000,1000,103,"((r5:0.013246,r3:0.007089,r0:0.009132):0.002355,(r1:0.006112,(r7:0.006079,r4:0.010198):0.002978):0.010915,(r6:0.024483,r2:0.014348):0.009203);"
47,47,0,1000,1000,113,"((r0:0.020161,r7:0.009171):0.001111,(r4:0.020476,(r1:0.013235,((r3:0.007056,r6:0.008069):0.000983,r5:0.008053):0.000905):0.016424):0.005144,r2:0.010938);"
48,48,0,1000,1000,128,"(r3:0.014272,((r0:0.01807,((r7:0.011257,(r1:0.010231,r5:0.008181):0.000904):0.006977,r6:0.017754):0.005734):0.030049,r4:0.008693):0.002066,r2:0.014562);"
49,49,0,1000,1000,156,"((r1:0.015262,((r5:0.019241,(r4:0.036745,r7:0.02041):0.012435):0.002919,r0:0.022304):0.002346,r6:0.016286):0.000827,r3:0.018556,r2:0.017531);"
50,50,0,1000,1000,113,"((r4:0.008866,((r0:0.00715,r7:0.014416):0.000907,r2:0.010269):0.012803):0.009174,((r5:0.014097,r1:0.010301):0.002426,r6:0.021389):0.002426,r3:0.017478);"
51,51,0,1000,1000,94,"(r0:0.0121,r2:0.0121,(r1:0.009091,r4:0.009085):0.001988,(r6:0.011117,r3:0.010097):0.001985,(r5:0.008085,r7:0.017267):0.00399);"
52,52,0,1000,1000,133,"(r7:0.012404,(r6:0.017294,(((r3:0.017469,r5:0.012284):0.001899,r1:0.014225,r0:0.012173):0.003037,r4:0.022612):0.003094):0.001877,r2:0.030116);"
53,53,0,1000,1000,87,"((r3:0.010102,r2:0.005026):0.003008,((r7:0.007458,(r5:0.005023,r4:0.005021):0.003606):0.020417,r6:0.008694):0.002364,(r0:0.008062,r1:0.008056):0.001993);"
54,54,0,1000,1000,129,"((r7:0.010779,r6:0.030484):0.004971,(r2:0.013456,r1:0.022263):0.004421,((r0:0.012308,(r4:0.012412,r5:0.019834):0.002912):0.005732,r3:0.013842):0.003535);"
55,55,0,1000,1000,91,"(r0:0.008132,((r6:0.01234,r2:0.00395):0.020415,(r7:0.009611,r3:0.005625):0.001902):0.010779,((r4:0.003024,r5:0.008084):0.004059,r1:0.01014):0.000935);"
56,56,0,1000,1000,111,"((r3:0.018301,(r1:0.013483,r5:0.012193):0.001905,r0:0.006191):0.004057,((r6:0.014384,r4:0.013335):0.005623,r7:0.017342):0.004726,r2:0.012132);"
57,57,0,1000,1000,120,"((r6:0.003014,r7:0.004049):0.011101,(r3:0.015747,r2:0.012178):0.001922,((r5:0.0154,(r0:0.010248,r4:0.009209):0.000949):0.000939,r1:0.055885):0.002283);"
58,58,0,1000,1000,119,"(((r7:0.024523,r3:0.022602):0.004917,r0:0.013066):0.001061,r1:0.012105,(r6:0.011084,(r4:0.011134,r5:0.012143):0.00501,r2:0.007035):0.001);"
59,59,0,1000,1000,188,"(r6:0.014164,(r4:0.008891,(r1:0.006737,(r2:0.017771,r0:0.007929):0.040807):0.046849):0.029107,(r5:0.048041,r3:0.022314):0.023204,r7:0.010003);"
60,60,0,1000,1000,139,"((((r5:0.011936,r7:0.009848):0.013282,r6:0.013375):0.014714,r2:0.013494):0.009268,(r1:0.017732,r3:0.024229):0.001748,(r0:0.015361,r4:0.01855):0.004417);"
61,61,0,1000,1000,75,"((r1:0.00813,r0:0.004023):0.003024,r4:0.014249,(r7:0.012326,r2:0.012323):0.000906,r6:0.0091,(r5:0.007129,r3:0.00713):0.002982);"
62,62,0,1000,1000,96,"((r1:0.004035,r0:0.005045):0.004175,r3:0.015215,((r4:0.013163,r7:0.012329,r2:0.016447):0.003882,(r5:0.015426,r6:0.005018):0.009059):0.002262);"
63,63,0,1000,1000,122,"((r0:0.020644,(r4:0.011217,r6:0.013282):0.003877):0.000985,(r3:0.018426,((r7:0.010197,r5:0.013273):0.000917,r1:0.005048):0.004066):0.001165,r2:0.03297);"
64,64,0,1000,1000,101,"(((r5:0.021231,r4:0.017372):0.004907,r3:0.019788):0.002916,r0:0.010145,r6:0.007079,r2:0.00912,r1:0.007077,r7:0.01322);"
65,65,0,1000,1000,124,"((r6:0.012142,r0:0.011126):0.000954,r7:0.012086,(r4:0.006042,r5:0.011098):0.001978,(r1:0.016098,r3:0.008775):0.003395,r2:0.050889);"
66,66,0,1000,1000,82,"(((r2:0.008129,(r0:0.005079,r1:0.005069):0.008164,r3:0.017499):0.000994,r7:0.008128):0.00308,r6:0.013357,(r4:0.011352,r5:0.009244):0.000857);"
67,67,0,1000,1000,141,"((((r4:0.009094,r3:0.009082):0.000979,r2:0.011084):0.000981,r0:0.014164):0.0045,r1:0.026278,(r6:0.014109,(r7:0.011115,r5:0.005016):0.011286):0.030827);"
68,68,0,1000,1000,164,"((r5:0.018523,r2:0.027989):0.001891,((r7:0.019664,r4:0.020482):0.025072,r0:0.017361):0.000907,(r1:0.014238,(r6:0.017158,r3:0.015149):0.005394):0.001022);"
69,69,0,1000,1000,150,"((r6:0.013474,r5:0.02466):0.005988,r0:0.028026,((((r4:0.012594,r1:0.018951):0.004972,r2:0.027686):0.002184,r3:0.019505):0.01029,r7:0.02089):0.008603);"
70,70,0,1000,1000,132,"(r4:0.012638,r7:0.052541,(((r0:0.003,r1:0.006135):0.008726,(r5:0.013968,r2:0.02535):0.008186):0.007804,r3:0.015569,r6:0.011339):0.001763);"
71,71,0,1000,1000,110,"((((r0:0.018276,r3:0.009992):0.006564,r4:0.01441):0.005891,(r7:0.005043,(r2:0.007129,r1:0.01849):0.002995):0.003165):0.001933,r6:0.011416,r5:0.017336);"
72,72,0,1000,1000,139,"((r6:0.043113,r3:0.021513):0.006126,(r2:0.014646,r1:0.024639):0.010098,(r7:0.007691,(r5:0.011994,r4:0.013921):0.008131,r0:0.008542):0.002705);"
73,73,0,1000,1000,142,"(r0:0.008959,(((r6:0.027447,(r7:0.013025,(r4:0.017236,r5:0.012772):0.0071):0.005348):0.019382,r2:0.024841):0.005922,r1:0.015037):0.007992,r3:0.006299);"
74,74,0,1000,1000,119,"(r0:0.020623,(r6:0.008188,r4:0.016481):0.00093,r3:0.010154,(r2:0.007138,((r7:0.013451,r5:0.014461):0.017906,r1:0.014473):0.013502):0.000945);"
75,75,0,1000,1000,95,"(r3:0.012339,(r7:0.021351,r1:0.006214):0.006101,(r2:0.01042,(r5:0.010389,r6:0.018067):0.012714):0.000888,(r0:0.009306,r4:0.007235):0.000959);"
76,76,0,1000,1000,134,"((r2:0.007082,r7:0.01328):0.001889,(r4:0.00495,r5:0.004115):0.013487,((r1:0.006481,r0:0.019198):0.011986,(r3:0.009841,r6:0.017087):0.010114):0.034436);"
77,77,0,1000,1000,97,"((r1:0.009123,r0:0.001972):0.008539,(r2:0.006419,r3:0.005689):0.003993,(r5:0.016892,((r7:0.01077,r4:0.012732):0.000932,r6:0.00911):0.00089):0.017768);"
78,78,0,1000,1000,118,"(r6:0.01951,((r1:0.022906,r7:0.015535):0.005985,(r4:0.010057,r5:0.010679):0.013974):0.00511,(r0:0.01141,(r2:0.013412,r3:0.010195):0.002324):0.003469);"
79,79,0,1000,1000,179,"((r1:0.011287,r6:0.016497):0.003782,r5:0.019692,r0:0.013394,((r3:0.020359,(r7:0.016609,r4:0.028115):0.042664):0.019136,r2:0.02153):0.008221);"
80,80,0,1000,1000,145,"(r6:0.017134,(r7:0.027979,r4:0.029578):0.027797,((r1:0.017469,r0:0.008123):0.002926,(r5:0.009915,(r3:0.023,r2:0.005151):0.001171):0.001062):0.006892);"
81,81,0,1000,1000,121,"((r3:0.026445,r4:0.018745):0.006959,(r1:0.012277,(r2:0.011906,(r7:0.011633,r5:0.008815):0.001911):0.004449):0.006018,r6:0.0165,r0:0.0144);"
82,82,0,1000,1000,96,"(r0:0.007137,((r1:0.014161,r3:0.008865):0.004606,r4:0.01217,((r7:0.019621,r6:0.006481):0.005879,r5:0.0186):0.000957):0.002031,r2:0.006095);"
83,83,0,1000,1000,139,"((r3:0.010071,(r0:0.012113,(r6:0.023361,(r5:0.009083,r7:0.009083):0.000978):0.001003):0.001002):0.001003,r2:0.013124,r1:0.010079,r4:0.058316);"
84,84,0,1000,1000,117,"(r0:0.018423,(r2:0.012297,r5:0.012312):0.006204,(r1:0.017549,(r6:0.016483,((r4:0.017525,r7:0.010255):0.004024,r3:0.012266):0.00087):0.002023):0.002015);"
85,85,0,1000,1000,134,"((r1:0.005031,r0:0.005099):0.008234,(r4:0.018306,((r7:0.01899,r2:0.014503):0.025426,(r6:0.009058,r5:0.015915):0.005296):0.009328):0.016416,r3:0.010266);"
86,86,0,1000,1000,115,"((r3:0.010317,r6:0.036556):0.001812,(((r5:0.003028,r4:0.002011):0.009097,r1:0.015348,r2:0.010197):0.014271,r0:0.00618):0.001954,r7:0.016337);"
87,87,0,1000,1000,119,"(r5:0.007047,r4:0.010096,(r6:0.018203,(r1:0.037136,r2:0.014302):0.002862,r0:0.009048,(r3:0.014172,r7:0.006047):0.001983):0.006031);"
88,88,0,1000,1000,102,"(r5:0.009057,r7:0.014137,r1:0.007037,r6:0.01516,((r2:0.014038,r4:0.011988):0.002276,r0:0.014166):0.00402,r3:0.015158);"
89,89,0,1000,1000,115,"(((((r7:0.013599,r6:0.011544):0.023324,r2:0.01645):0.004228,r0:0.009653):0.00585,(r5:0.005072,r4:0.005083):0.021437):0.000759,r1:0.010339,r3:0.014682);"
90,90,0,1000,1000,116,"(r6:0.012237,(r1:0.013277,r2:0.00817):0.002975,((r5:0.026898,(r0:0.009055,r3:0.012425):0.004013):0.003135,(r4:0.017598,r7:0.011323):0.000853):0.008164);"
91,91,0,1000,1000,100,"((r1:0.005064,r0:0.006073):0.001992,r7:0.020611,r3:0.022682,(r6:0.013194,((r4:0.007093,r5:0.006053):0.007234,r2:0.018489):0.001931):0.002072);"
92,92,0,1000,1000,145,"((r2:0.011866,r1:0.012998):0.006708,((((r3:0.014663,r5:0.007748):0.004187,r4:0.010661):0.010764,r7:0.050883):0.000762,r6:0.013373):0.000794,r0:0.01836);"
93,93,0,1000,1000,121,"(((r7:0.021063,((r0:0.017569,r4:0.008243):0.00088,r3:0.019592):0.004026):0.00266,(r5:0.009213,r6:0.0051):0.002536):0.000168,r2:0.009501,r1:0.03604);"
94,94,0,1000,1000,112,"(((r2:0.008206,r3:0.008087):0.007182,r7:0.013271):0.000985,(r0:0.017207,((r4:0.016452,r6:0.006443):0.013903,r1:0.008615):0.002868):0.01504,r5:0.010246);"
95,95,0,1000,1000,114,"(r7:0.020398,(r1:0.012228,r2:0.009117):0.004005,(r5:1e-06,r4:0.005024):0.007053,((r0:0.012225,r3:0.011174):0.016654,r6:0.024881):0.002829);"
96,96,0,1000,1000,109,"((r6:0.00976,r5:0.007532):0.005312,((r1:0.015278,((r3:0.021624,r0:0.009041):0.001617,r7:0.022921):0.003202):0.006115,r4:0.013816):0.003751,r2:0.013523);"
97,97,0,1000,1000,101,"(r0:0.013565,r1:0.0089,(r7:0.011966,(((r3:0.012274,(r6:0.005053,r4:0.006062):0.001925):0.015569,r5:0.014369):0.00291,r2:0.010197):0.003318):0.00399);"
98,98,0,1000,1000,109,"((r7:0.016763,((r1:0.000953,r0:0.00717):0.011921,r3:0.010928):0.002313):0.018058,(r2:0.023002,r6:0.012882):0.001847,(r5:0.003005,r4:0.009227):0.009495);"
99,99,0,1000,1000,131,"(r6:0.012175,r5:0.015304,r0:0.011144,((r1:0.011059,(r7:0.01431,r4:0.014073):0.004345):0.001364,(r3:0.028899,r2:0.017408):0.017208):0.002781);"
100,100,0,1000,1000,119,"(r5:0.009171,(((r0:0.021785,r3:0.010242):0.006016,(r2:0.015439,r1:0.007094):0.009225):0.002,(r6:0.016436,r7:0.010206):0.004004):0.007088,r4:0.016501);"
101,101,0,1000,1000,151,"((((r7:0.017564,r4:0.018723):0.007406,r2:0.033042):0.010102,(r6:0.018471,r5:0.028063):0.007022):0.023849,(r0:0.018887,r1:0.010992):0.005569,r3:0.01139);"
102,102,0,1000,1000,96,"(r7:0.010079,r0:0.009071,r6:0.01211,r4:0.01414,r5:0.014155,(r1:0.014196,r2:0.013187):0.002961,r3:0.011087);"
103,103,0,1000,1000,122,"((r6:0.014999,((r3:0.011127,(r4:0.001977,r5:0.005077):0.013697):0.004616,r0:0.032309):0.010444):0.011834,r1:0.014404,(r2:0.007112,r7:0.014509):0.002236);"
104,104,0,1000,1000,133,"((((r2:0.002983,r1:0.008116):0.016323,(r3:0.030369,(r0:0.004004,r7:0.011195):0.006825):0.004768):0.043088,r6:0.010235):0.004979,r5:0.003019,r4:0.000999);"
105,105,0,1000,1000,124,"(r3:0.011845,(r2:0.020618,(r4:0.012228,r7:0.010655):0.003014):0.013052,(r6:0.018831,((r1:1e-06,r0:0.00608):0.018678,r5:0.012882):0.019564):0.00713);"
106,106,0,1000,1000,111,"(r4:0.022978,(r5:0.010183,r6:0.013239):0.002138,(r0:0.015514,(r2:0.01553,(r1:0.015552,r7:0.010219):0.001914):0.005148):0.008129,r3:0.010282);"
107,107,0,1000,1000,135,"((r3:0.015268,r0:0.021446,r5:0.009111):0.006087,r1:0.032816,((r7:0.015301,r4:0.010112,r6:0.007068):0.0138,r2:0.007618):0.016268);"
108,108,0,1000,1000,124,"(r2:0.017179,(r3:0.016926,(r5:0.026824,r7:0.009872):0.002973):0.002273,(r6:0.019261,(r4:0.013122,(r0:0.00807,r1:0.011105):0.001987):0.002011):0.001009);"
109,109,0,1000,1000,90,"(r1:0.005047,((r3:0.014813,(((r4:0.003017,r5:0.004028):0.009142,r7:0.006065):0.000957,r2:0.014238):0.005568):0.002963,r6:0.017933):0.008639,r0:0.004032);"
110,110,0,1000,1000,86,"(r3:0.009043,((r4:0.006038,r5:0.000984):0.010139,r7:0.011134):0.005005,(r2:0.013108,r0:0.014147,r6:0.006022):0.002002,r1:0.011074);"
