,locus,start,end,nbps,nsnps,gene_tree
0,0,0,1000,1000,79,"((r3:0.001004,r0:0.008049):0.001,(((r5:0.007662,r1:0.011781):0.009921,r4:0.006005):0.02887,(r7:0.002004,r6:1e-06):0.000984):0.003029,r2:0.001002);"
1,1,0,1000,1000,86,"(r6:0.002019,(r1:0.016478,(((r0:0.010375,r7:0.001974):0.006192,(r4:0.006146,r5:0.006163):0.005192):0.003278,r3:0.008086):0.024556):0.015754,r2:1e-06);"
2,2,0,1000,1000,84,"((((r0:0.015567,r6:0.006141):0.007272,r3:0.008237):0.000902,r1:0.017595,r2:0.002049):0.005732,(r4:0.001975,r5:0.008183):0.008956,r7:0.011012);"
3,3,0,1000,1000,60,"(r0:0.005034,r7:0.002003,r4:0.007054,(((r6:0.004041,(r3:0.003526,r5:0.01201):0.006792):0.000948,r2:0.011196):0.005077,r1:0.00504):0.000999);"
4,4,0,1000,1000,85,"((r6:1e-06,r3:0.001018,r4:0.012643):0.003076,r0:0.036105,(r5:0.012648,(r1:0.030018,(r2:1e-06,r7:1e-06):0.000588):0.01004):0.004265);"
5,5,0,1000,1000,88,"((r1:0.014443,((r7:0.004069,(r5:0.006334,r4:0.022776):0.002896):0.003053,r2:0.002039):0.011207):0.020794,(r3:0.005056,r6:0.005116):0.001789,r0:0.010469);"
6,6,0,1000,1000,47,"(r2:0.001001,r5:0.026522,(r1:0.006028,r6:1e-06):0.003008,r4:0.006024,r0:0.005024,r7:1e-06,r3:1e-06);"
7,7,0,1000,1000,50,"(r7:0.004084,r5:0.008243,((r3:0.003643,((r6:0.006964,r1:0.009798):0.007644,r4:0.007065):0.002868):0.002492,r0:0.005117):0.001,r2:1e-06);"
8,8,0,1000,1000,59,"((((r0:0.017149,r1:0.007344):0.006227,(r7:0.003042,r3:0.002023,r2:0.001015):0.004131):0.008472,r4:0.007305):0.001913,r5:0.010405,r6:1e-06);"
9,9,0,1000,1000,42,"(r1:0.005034,((r2:0.002003,(r6:1e-06,(r4:0.007082,r5:0.003009):0.006051):0.001001,r7:0.002004):0.002002,r0:0.010107):0.003024,r3:0.002002);"
10,10,0,1000,1000,56,"(r3:0.001005,r2:1e-06,((r6:0.005102,r1:0.01251,r4:0.010357,r0:0.010356):0.006222,r5:0.012553):0.002981,r7:0.00201);"
11,11,0,1000,1000,102,"(r6:0.000997,(r5:0.011554,((r1:0.011223,r2:0.00451):0.007229,((r0:0.015415,r4:0.015142):0.007684,r7:0.026181):0.013681):0.004176):0.002807,r3:0.003032);"
12,12,0,1000,1000,81,"(r5:0.005029,r4:0.010099,((r1:0.013323,(r7:0.000995,(r3:0.002062,(r0:0.005028,r6:0.003014):0.00094):0.003076):0.029876):0.001852,r2:0.005003):0.005066);"
13,13,0,1000,1000,75,"((r1:0.007059,r6:0.015537):0.016589,(r4:0.015242,r3:0.003217):0.002989,((r2:0.002008,(r5:0.00405,r0:0.005058):0.000987):0.00202,r7:0.000997):0.005285);"
14,14,0,1000,1000,63,"(r3:0.003009,(((r0:0.004016,r1:0.005035):0.007072,r2:0.006044):0.011155,r4:0.008071):0.004012,r5:0.011081,r6:1e-06,r7:0.004016);"
