qind,t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
1,r0,r1,r2,r3,0.43149807938540335,0.2791293213828425,0.2893725992317542,4686.0
2,r0,r1,r2,r4,0.425981228668942,0.28178327645051193,0.29223549488054607,4688.0
3,r0,r1,r3,r4,0.5105791835862363,0.2477025005343022,0.2417183158794614,4679.0
4,r0,r2,r3,r4,0.42373616836623995,0.2822738121067477,0.29399001952701237,4609.0
5,r1,r2,r3,r4,0.4229274611398964,0.2815198618307427,0.29555267702936094,4632.0
6,r0,r1,r2,r5,0.4282062207072859,0.2782275244993609,0.29356625479335324,4694.0
7,r0,r1,r3,r5,0.5148936170212766,0.24212765957446808,0.24297872340425533,4700.0
8,r0,r2,r3,r5,0.438987451319775,0.27412375594980526,0.28688879273041973,4622.0
9,r1,r2,r3,r5,0.4350831713112983,0.28213437027435734,0.28278245841434435,4629.0
10,r0,r1,r4,r5,0.5273812060515661,0.2346047304496058,0.23801406349882803,4693.0
11,r0,r2,r4,r5,0.43600259011439674,0.28728685516943664,0.2767105547161666,4633.0
12,r1,r2,r4,r5,0.44353624435362443,0.28844912884491286,0.2680146268014627,4649.0
13,r0,r3,r4,r5,0.33726003490401396,0.34096858638743455,0.3217713787085515,4584.0
14,r1,r3,r4,r5,0.34179986862272826,0.3446463761769214,0.31355375520035034,4567.0
15,r2,r3,r4,r5,0.34558984460494635,0.334865397242285,0.31954475815276867,4569.0
16,r0,r1,r2,r6,0.4269925611052072,0.28374070138150903,0.28926673751328374,4705.0
17,r0,r1,r3,r6,0.5208510638297872,0.2423404255319149,0.23680851063829786,4700.0
18,r0,r2,r3,r6,0.4410178995039897,0.27409963338365323,0.28488246711235715,4637.0
19,r1,r2,r3,r6,0.43747295543054954,0.27455646906101255,0.2879705755084379,4622.0
20,r0,r1,r4,r6,0.5158662092624356,0.2439965694682676,0.24013722126929674,4664.0
21,r0,r2,r4,r6,0.43486672398968185,0.2863284608770421,0.278804815133276,4652.0
22,r1,r2,r4,r6,0.4334478316874195,0.2872477458136539,0.27930442249892656,4658.0
23,r0,r3,r4,r6,0.33201581027667987,0.34233640755379885,0.3256477821695213,4554.0
24,r1,r3,r4,r6,0.33136353687896697,0.34777850733202015,0.32085795578901294,4569.0
25,r2,r3,r4,r6,0.33998698199175525,0.3395530483835973,0.32045996962464746,4609.0
26,r0,r1,r5,r6,0.5277659120034174,0.23771892353695,0.23451516445963264,4682.0
27,r0,r2,r5,r6,0.4495989594623889,0.2779102536310427,0.2724907869065684,4613.0
28,r1,r2,r5,r6,0.4478382447838245,0.2701656270165627,0.28199612819961284,4649.0
29,r0,r3,r5,r6,0.34075380207185363,0.33832929248402027,0.3209169054441261,4537.0
30,r1,r3,r5,r6,0.3419312169312169,0.3298059964726631,0.3282627865961199,4536.0
31,r2,r3,r5,r6,0.3496488147497805,0.3283582089552239,0.3219929762949956,4556.0
32,r0,r4,r5,r6,0.34406263592866465,0.3253588516746411,0.3305785123966942,4598.0
33,r1,r4,r5,r6,0.3495440729483283,0.3167607468519323,0.3336951801997395,4606.0
34,r2,r4,r5,r6,0.34074074074074073,0.33202614379084966,0.3272331154684096,4590.0
35,r3,r4,r5,r6,0.3392195334641378,0.32417702201874865,0.3366034445171136,4587.0
36,r0,r1,r2,r7,0.4280287040945547,0.28070915998311524,0.2912621359223301,4738.0
37,r0,r1,r3,r7,0.5172195225015846,0.24677794210859919,0.2360025353898162,4733.0
38,r0,r2,r3,r7,0.4361564918314703,0.28030954428202925,0.28353396388650043,4652.0
39,r1,r2,r3,r7,0.43341196654514264,0.27814711559082134,0.28844091786403603,4663.0
40,r0,r1,r4,r7,0.5261818952724189,0.23934704261182954,0.23447106211575153,4717.0
41,r0,r2,r4,r7,0.4381685922122379,0.2916131792896876,0.2702182284980745,4674.0
42,r1,r2,r4,r7,0.44340025630072616,0.28193079880392996,0.2746689448953439,4682.0
43,r0,r3,r4,r7,0.3449923962633065,0.3369541603302194,0.318053443406474,4603.0
44,r1,r3,r4,r7,0.3379549393414211,0.337738301559792,0.3243067590987868,4616.0
45,r2,r3,r4,r7,0.3496232508073197,0.3321851453175457,0.31819160387513457,4645.0
46,r0,r1,r5,r7,0.535593220338983,0.2326271186440678,0.23177966101694916,4720.0
47,r0,r2,r5,r7,0.44439673679690855,0.2820953198797767,0.27350794332331474,4658.0
48,r1,r2,r5,r7,0.4514066496163683,0.26918158567774936,0.27941176470588236,4692.0
49,r0,r3,r5,r7,0.34254262896611265,0.3272177854521908,0.3302395855816965,4633.0
50,r1,r3,r5,r7,0.33752438760026016,0.31996531541296336,0.3425102969867765,4613.0
51,r2,r3,r5,r7,0.3468195586326266,0.32366940718303766,0.3295110341843358,4622.0
52,r0,r4,r5,r7,0.34441805225653205,0.3251997408767005,0.33038220686676745,4631.0
53,r1,r4,r5,r7,0.3477789815817985,0.3200433369447454,0.3321776814734561,4615.0
54,r2,r4,r5,r7,0.341670291431057,0.32622879512831665,0.33210091344062637,4598.0
55,r3,r4,r5,r7,0.3305249513933895,0.33657377403326855,0.33290127457334195,4629.0
56,r0,r1,r6,r7,0.5883351007423118,0.20742311770943797,0.20424178154825026,4715.0
57,r0,r2,r6,r7,0.513978494623656,0.24666666666666667,0.23935483870967741,4650.0
58,r1,r2,r6,r7,0.515900300816502,0.24022346368715083,0.24387623549634724,4654.0
59,r0,r3,r6,r7,0.4242027086063783,0.2874617737003058,0.28833551769331583,4578.0
60,r1,r3,r6,r7,0.4225168441643121,0.2797217996087807,0.2977613562269072,4601.0
61,r2,r3,r6,r7,0.43037974683544306,0.28524661719773026,0.2843736359668267,4582.0
62,r0,r4,r6,r7,0.4259700845436809,0.2952525471493605,0.2787773683069586,4613.0
63,r1,r4,r6,r7,0.4252397558849172,0.2920662598081953,0.2826939843068875,4588.0
64,r2,r4,r6,r7,0.4217627856365615,0.29205658324265504,0.28618063112078346,4595.0
65,r3,r4,r6,r7,0.4206279982555604,0.29284779764500657,0.2865242040994331,4586.0
66,r0,r5,r6,r7,0.41572052401746723,0.28951965065502183,0.29475982532751094,4580.0
67,r1,r5,r6,r7,0.4086633121855174,0.29271494202581494,0.2986217457886677,4571.0
