qind,t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
1,r0,r1,r2,r3,0.6438,0.1742,0.182,5000.0
2,r0,r1,r2,r4,0.6392,0.1766,0.1842,5000.0
3,r0,r1,r3,r4,0.7934,0.1064,0.1002,5000.0
4,r0,r2,r3,r4,0.5984,0.196,0.2056,5000.0
5,r1,r2,r3,r4,0.5994,0.1958,0.2048,5000.0
6,r0,r1,r2,r5,0.6418,0.176,0.1822,5000.0
7,r0,r1,r3,r5,0.81,0.0956,0.0944,5000.0
8,r0,r2,r3,r5,0.6178,0.1796,0.2026,5000.0
9,r1,r2,r3,r5,0.62,0.1814,0.1986,5000.0
10,r0,r1,r4,r5,0.8104,0.0938,0.0958,5000.0
11,r0,r2,r4,r5,0.6234,0.1836,0.193,5000.0
12,r1,r2,r4,r5,0.6252,0.1826,0.1922,5000.0
13,r0,r3,r4,r5,0.3294,0.3328,0.3378,5000.0
14,r1,r3,r4,r5,0.329,0.3282,0.3428,5000.0
15,r2,r3,r4,r5,0.3348,0.3236,0.3416,5000.0
16,r0,r1,r2,r6,0.6482,0.1716,0.1802,5000.0
17,r0,r1,r3,r6,0.812,0.0948,0.0932,5000.0
18,r0,r2,r3,r6,0.613,0.187,0.2,5000.0
19,r1,r2,r3,r6,0.6156,0.1878,0.1966,5000.0
20,r0,r1,r4,r6,0.816,0.0888,0.0952,5000.0
21,r0,r2,r4,r6,0.6302,0.1808,0.189,5000.0
22,r1,r2,r4,r6,0.6304,0.1816,0.188,5000.0
23,r0,r3,r4,r6,0.336,0.323,0.341,5000.0
24,r1,r3,r4,r6,0.3374,0.3196,0.343,5000.0
25,r2,r3,r4,r6,0.3366,0.3206,0.3428,5000.0
26,r0,r1,r5,r6,0.83,0.0852,0.0848,5000.0
27,r0,r2,r5,r6,0.6514,0.177,0.1716,5000.0
28,r1,r2,r5,r6,0.6516,0.1764,0.172,5000.0
29,r0,r3,r5,r6,0.3398,0.3144,0.3458,5000.0
30,r1,r3,r5,r6,0.3398,0.3174,0.3428,5000.0
31,r2,r3,r5,r6,0.341,0.317,0.342,5000.0
32,r0,r4,r5,r6,0.339,0.3292,0.3318,5000.0
33,r1,r4,r5,r6,0.3384,0.3322,0.3294,5000.0
34,r2,r4,r5,r6,0.339,0.3298,0.3312,5000.0
35,r3,r4,r5,r6,0.342,0.339,0.319,5000.0
36,r0,r1,r2,r7,0.6466,0.1734,0.18,5000.0
37,r0,r1,r3,r7,0.8148,0.0942,0.091,5000.0
38,r0,r2,r3,r7,0.6212,0.1792,0.1996,5000.0
39,r1,r2,r3,r7,0.6224,0.1824,0.1952,5000.0
40,r0,r1,r4,r7,0.8162,0.0898,0.094,5000.0
41,r0,r2,r4,r7,0.6302,0.179,0.1908,5000.0
42,r1,r2,r4,r7,0.6292,0.18,0.1908,5000.0
43,r0,r3,r4,r7,0.3254,0.3306,0.344,5000.0
44,r1,r3,r4,r7,0.3262,0.3272,0.3466,5000.0
45,r2,r3,r4,r7,0.3316,0.3304,0.338,5000.0
46,r0,r1,r5,r7,0.828,0.087,0.085,5000.0
47,r0,r2,r5,r7,0.6536,0.1764,0.17,5000.0
48,r1,r2,r5,r7,0.6544,0.1742,0.1714,5000.0
49,r0,r3,r5,r7,0.33,0.3268,0.3432,5000.0
50,r1,r3,r5,r7,0.3282,0.3316,0.3402,5000.0
51,r2,r3,r5,r7,0.3342,0.3282,0.3376,5000.0
52,r0,r4,r5,r7,0.3358,0.3274,0.3368,5000.0
53,r1,r4,r5,r7,0.3364,0.3292,0.3344,5000.0
54,r2,r4,r5,r7,0.3354,0.3274,0.3372,5000.0
55,r3,r4,r5,r7,0.3374,0.3324,0.3302,5000.0
56,r0,r1,r6,r7,0.9136,0.0432,0.0432,5000.0
57,r0,r2,r6,r7,0.818,0.0878,0.0942,5000.0
58,r1,r2,r6,r7,0.8156,0.0894,0.095,5000.0
59,r0,r3,r6,r7,0.6184,0.1974,0.1842,5000.0
60,r1,r3,r6,r7,0.613,0.1994,0.1876,5000.0
61,r2,r3,r6,r7,0.6166,0.196,0.1874,5000.0
62,r0,r4,r6,r7,0.618,0.1838,0.1982,5000.0
63,r1,r4,r6,r7,0.617,0.183,0.2,5000.0
64,r2,r4,r6,r7,0.6176,0.183,0.1994,5000.0
65,r3,r4,r6,r7,0.5956,0.1946,0.2098,5000.0
66,r0,r5,r6,r7,0.6398,0.1736,0.1866,5000.0
67,r1,r5,r6,r7,0.6424,0.1722,0.1854,5000.0
68,r2,r5,r6,r7,0.6362,0.1764,0.1874,5000.0
69,r3,r5,r6,r7,0.6128,0.1856,0.2016,5000.0
70,r4,r5,r6,r7,0.609,0.197,0.194,5000.0
