,net,trees,admix,src_node,dest_node,pos_as_prop,pos_as_prop_rand,gamma,plot_admix
16,snaq-gt-1e5-imb-95-snaq-p548876.snaq.net-1.networks,"(r1:1,r0:1,(r2:1,((r4:1,r3:2):0.0233224212891,(r5:1,(r6:1,r7:1):0.539017501464):0.0239193421886):0.57760822699):0.687123759685);","[(['r3'], ['r2', 'r4', 'r3', 'r5', 'r6', 'r7'], 0.5, {}, '0.0543')]",['r3'],"['r2', 'r4', 'r3', 'r5', 'r6', 'r7']",0.5,0.5942733147505259,0.0543,"(['r3'], ['r2', 'r4', 'r3', 'r5', 'r6', 'r7'], 0.5942733147505259, {'stroke': array((0.21361569, 0.55289412, 0.73308235, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.1086, 'stroke-width': 2})"
17,snaq-gt-1e5-imb-49-snaq-p548876.snaq.net-1.networks,"(r1:1,r0:1,(r2:1,((r5:1,(r6:1,r7:1):0.547193051719):0,(r4:1,r3:1):0.0400411656888):0.620154174346):0.665341247387);","[(['r4', 'r3'], ['r2', 'r4', 'r3', 'r5', 'r6', 'r7'], 0.5, {}, '0.0674')]","['r4', 'r3']","['r2', 'r4', 'r3', 'r5', 'r6', 'r7']",0.5,0.4296204300063504,0.0674,"(['r4', 'r3'], ['r2', 'r4', 'r3', 'r5', 'r6', 'r7'], 0.4296204300063504, {'stroke': array((0.26704314, 0.61248627, 0.70842353, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.1348, 'stroke-width': 2})"
18,snaq-gt-1e5-imb-66-snaq-p548876.snaq.net-1.networks,"(r1:1,(r2:1,((r6:1,r7:1):0.539240878178,(r5:1,(r4:1,r3:2):0.0287711219172):0.0063311265411):0.612440552722):0.672705998023,r0:1);","[(['r3'], ['r6', 'r7', 'r5', 'r4', 'r3'], 0.5, {}, '0.0693')]",['r3'],"['r6', 'r7', 'r5', 'r4', 'r3']",0.5,0.6107250531135322,0.0693,"(['r3'], ['r6', 'r7', 'r5', 'r4', 'r3'], 0.6107250531135322, {'stroke': array((0.27479216, 0.62112941, 0.70484706, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.1386, 'stroke-width': 2})"
19,snaq-gt-1e5-imb-19-snaq-p548876.snaq.net-1.networks,"(r1:1,(((r4:1,r3:1.06286596105):0.00880261329846,(r5:1,(r6:1,r7:1):0.538874361361):0.0140126617265):0.763551205459,r2:2):0.54402266181,r0:1);","[(['r2'], ['r3'], 0.5, {}, '0.181')]",['r2'],['r3'],0.5,0.11202278765182383,0.181,"(['r2'], ['r3'], 0.11202278765182383, {'stroke': array((0.81403922, 0.92501961, 0.61396078, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.362, 'stroke-width': 2})"
20,snaq-gt-1e5-imb-78-snaq-p548876.snaq.net-1.networks,"(((r3:1,(r4:1,(r5:1,(r6:1,r7:1):0.534278645817):0.0124900539546):0.0159462249695):0.431254103891,r2:2):0.883374850909,r1:1,r0:1.07245062823);","[(['r2'], ['r0'], 0.5, {}, '0.177')]",['r2'],['r0'],0.5,0.6460800434221748,0.177,"(['r2'], ['r0'], 0.6460800434221748, {'stroke': array((0.79552941, 0.9174902, 0.61772549, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.354, 'stroke-width': 2})"
21,snaq-gt-1e5-imb-28-snaq-p548876.snaq.net-1.networks,"(((r1:1,r0:1):0.540895816085,r2:2):0.741527404487,((r5:1,(r6:1,r7:1):0.543976151089):0.0129188170431,r4:1.06192758812):0.0163568197047,r3:1);","[(['r2'], ['r4'], 0.5, {}, '0.181')]",['r2'],['r4'],0.5,0.6910491255959903,0.181,"(['r2'], ['r4'], 0.6910491255959903, {'stroke': array((0.81403922, 0.92501961, 0.61396078, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.362, 'stroke-width': 2})"
22,snaq-gt-1e5-imb-77-snaq-p548876.snaq.net-1.networks,"(r1:1,r0:1,(r2:1,((r5:1,(r6:1,r7:1):0.530259893447):9.21563791799e-07,(r4:1,r3:1):0.0325588573342):0.625954611262):0.682932703245);","[(['r4', 'r3'], ['r2', 'r4', 'r3', 'r5', 'r6', 'r7'], 0.5, {}, '0.0581')]","['r4', 'r3']","['r2', 'r4', 'r3', 'r5', 'r6', 'r7']",0.5,0.8821626892312533,0.0581,"(['r4', 'r3'], ['r2', 'r4', 'r3', 'r5', 'r6', 'r7'], 0.8821626892312533, {'stroke': array((0.22911373, 0.57018039, 0.72592941, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.1162, 'stroke-width': 2})"
23,snaq-gt-1e5-imb-33-snaq-p548876.snaq.net-1.networks,"(r1:1,(((r6:1,r7:1):0.513686685745,(r5:1,(r4:1,r3:2):0.0255743803353):0.00428116033981):0.602745973888,r2:1.37823424732):0.666998649184,r0:1);","[(['r3'], ['r2'], 0.5, {}, '0.0428')]",['r3'],['r2'],0.5,0.9230761910644921,0.0428,"(['r3'], ['r2'], 0.9230761910644921, {'stroke': array((0.22092549, 0.5011451, 0.72592941, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.0856, 'stroke-width': 2})"
24,snaq-gt-1e5-imb-8-snaq-p548876.snaq.net-1.networks,"(r1:1,(r2:1,(r3:1,(((r6:1,r7:1):0.522773030409,r5:1.11962978361):0.0439398513172,r4:2):0):0.56357886671):0.683694476388,r0:1);","[(['r4'], ['r5'], 0.5, {}, '0.246')]",['r4'],['r5'],0.5,0.5597358648471468,0.246,"(['r4'], ['r5'], 0.5597358648471468, {'stroke': array((0.99215686, 0.99686275, 0.73678431, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.492, 'stroke-width': 2})"
25,snaq-gt-1e5-imb-53-snaq-p548876.snaq.net-1.networks,"(r1:1,(((r6:1,r7:1):0.525934494819,(r5:1,(r4:1,r3:1):0.0395620332142):0.0106074707061):0.58498054661,r2:1.34669866085):0.672932351729,r0:1);","[(['r4', 'r3'], ['r2'], 0.5, {}, '0.048')]","['r4', 'r3']",['r2'],0.5,0.24639045379714175,0.048,"(['r4', 'r3'], ['r2'], 0.24639045379714175, {'stroke': array((0.20298039, 0.52439216, 0.73694118, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.096, 'stroke-width': 2})"
26,snaq-gt-1e5-imb-17-snaq-p548876.snaq.net-1.networks,"(r0:1,((r5:1,((r6:1,r7:1):0.514424952434,(r4:1,r3:2):0.0180442963153):0.00560078563191):0.599891249781,r2:1.14772211979):0.702249901404,r1:1);","[(['r3'], ['r2'], 0.5, {}, '0.0684')]",['r3'],['r2'],0.5,0.37798439442903975,0.0684,"(['r3'], ['r2'], 0.37798439442903975, {'stroke': array((0.27112157, 0.61703529, 0.70654118, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.1368, 'stroke-width': 2})"
27,snaq-gt-1e5-imb-88-snaq-p548876.snaq.net-1.networks,"(((r3:1,(r4:1,(r5:1,(r6:1,r7:1):0.537221993127):0.0231793112913):0.0181093826725):0.485143019081,r2:2):0.79922060237,r1:1,r0:1.03802277562);","[(['r2'], ['r0'], 0.5, {}, '0.103')]",['r2'],['r0'],0.5,0.6927654662918189,0.103,"(['r2'], ['r0'], 0.6927654662918189, {'stroke': array((0.41623529, 0.76713725, 0.64682353, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.206, 'stroke-width': 2})"
28,snaq-gt-1e5-imb-90-snaq-p548876.snaq.net-1.networks,"(r1:1,(((r4:1,(r5:1,(r6:1,r7:1):0.543824015984):0.0262921516789):0.0135083533008,r3:1.09097659624):0.698002887362,r2:2):0.559426672068,r0:1);","[(['r2'], ['r3'], 0.5, {}, '0.166')]",['r2'],['r3'],0.5,0.2915359275998657,0.166,"(['r2'], ['r3'], 0.2915359275998657, {'stroke': array((0.74462745, 0.89678431, 0.62807843, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.332, 'stroke-width': 2})"
29,snaq-gt-1e5-imb-3-snaq-p548876.snaq.net-1.networks,"(r1:1,(((r6:1,r7:1):0.545822888363,(r5:1,(r3:1,r4:1):0.0176392968613):0.0174338786943):0.618317305507,r2:1.43621570129):0.682267932839,r0:1);","[(['r3', 'r4'], ['r2'], 0.5, {}, '0.0626')]","['r3', 'r4']",['r2'],0.5,0.3142026941093028,0.0626,"(['r3', 'r4'], ['r2'], 0.3142026941093028, {'stroke': array((0.24746667, 0.59065098, 0.71745882, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.1252, 'stroke-width': 2})"
30,snaq-gt-1e5-imb-10-snaq-p548876.snaq.net-1.networks,"((r2:1,((r6:1,r7:1):0.559543006061,(r5:1,(r4:1,r3:2):0.00820068006285):0.00516341309246):0.577598377617):0.6494477889,r0:1,r1:1.1820404132);","[(['r3'], ['r1'], 0.5, {}, '0.0253')]",['r3'],['r1'],0.5,0.033452689091511334,0.0253,"(['r3'], ['r1'], 0.033452689091511334, {'stroke': array((0.28131765, 0.4229098, 0.68887059, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.0506, 'stroke-width': 2})"
31,snaq-gt-1e5-imb-46-snaq-p548876.snaq.net-1.networks,"(r1:1,(r2:1,((r3:1,(r5:1,r4:1):0.022520198308):0.0124248640289,(r6:1,r7:1.01796608582):0.594678545992):0.566498575618):0.691592485742,r0:1);","[(['r5', 'r4'], ['r7'], 0.5, {}, '0.0549')]","['r5', 'r4']",['r7'],0.5,0.8692294914366242,0.0549,"(['r5', 'r4'], ['r7'], 0.8692294914366242, {'stroke': array((0.21606275, 0.55562353, 0.73195294, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.1098, 'stroke-width': 2})"
32,snaq-gt-1e5-imb-45-snaq-p548876.snaq.net-1.networks,"(r1:1,((r3:1,((r5:1,(r6:1,r7:1):0.532810662962):0.00652360747697,r4:2):0.0230193493945):0.559793815685,r2:10.5753530074):0.661918488826,r0:1);","[(['r4'], ['r2'], 0.5, {}, '0.0177')]",['r4'],['r2'],0.5,0.2901179776900972,0.0177,"(['r4'], ['r2'], 0.2901179776900972, {'stroke': array((0.3075451, 0.38893333, 0.67277647, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.0354, 'stroke-width': 2})"
33,snaq-gt-1e5-imb-18-snaq-p548876.snaq.net-1.networks,"(r1:1,(r2:1,((r5:1,((r6:1,r7:1):0.545066028654,r4:2):0):0.0255926970138,r3:1.87297776665):0.574265077764):0.649283351412,r0:1);","[(['r4'], ['r3'], 0.5, {}, '0.031')]",['r4'],['r3'],0.5,0.9900737644414044,0.031,"(['r4'], ['r3'], 0.9900737644414044, {'stroke': array((0.26164706, 0.44839216, 0.70094118, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.062, 'stroke-width': 2})"
34,snaq-gt-1e5-imb-79-snaq-p548876.snaq.net-1.networks,"(r1:1,(((r6:1,r7:1):0.542804197983,(r5:1,(r4:1,r3:2):0.0197098848565):0.00555765699855):0.587389429261,r2:1.32372892098):0.694455868057,r0:1);","[(['r3'], ['r2'], 0.5, {}, '0.0484')]",['r3'],['r2'],0.5,0.2754923166677251,0.0484,"(['r3'], ['r2'], 0.2754923166677251, {'stroke': array((0.2016, 0.52618039, 0.73778824, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.0968, 'stroke-width': 2})"
35,snaq-gt-1e5-imb-67-snaq-p548876.snaq.net-1.networks,"(r1:1,(r2:1,(r3:1,(r4:1,(r5:1,(r6:1,r7:1):0.351550747986):0.0496331455373):0.0182293030321):0.566836730045):0.70871826224,r0:1);","[(['r6', 'r7'], ['r3', 'r4', 'r5', 'r6', 'r7'], 0.5, {}, '0.407')]","['r6', 'r7']","['r3', 'r4', 'r5', 'r6', 'r7']",0.5,0.3133617072590049,0.407,"(['r6', 'r7'], ['r3', 'r4', 'r5', 'r6', 'r7'], 0.3133617072590049, {'stroke': array((0.93984314, 0.40164706, 0.26933333, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.814, 'stroke-width': 2})"
36,snaq-gt-1e5-imb-32-snaq-p548876.snaq.net-1.networks,"(((r3:1,(r4:1,(r5:1,(r6:1,r7:1):0.534816432165):0.0206763756928):0.0227551868904):0.464038558567,r2:2):0.835289391845,r0:1,r1:1.05130682959);","[(['r2'], ['r1'], 0.5, {}, '0.134')]",['r2'],['r1'],0.5,0.13027194755938232,0.134,"(['r2'], ['r1'], 0.13027194755938232, {'stroke': array((0.584, 0.83278431, 0.64439216, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.268, 'stroke-width': 2})"
37,snaq-gt-1e5-imb-7-snaq-p548876.snaq.net-1.networks,"(r1:1,(((r4:1,r3:2):0.0284117864894,(r5:1,(r6:1,r7:1):0.529893918702):0.00646904942256):0.597175677167,r2:1.44157440541):0.700390961715,r0:1);","[(['r3'], ['r2'], 0.5, {}, '0.0582')]",['r3'],['r2'],0.5,0.06190437381141589,0.0582,"(['r3'], ['r2'], 0.06190437381141589, {'stroke': array((0.22952157, 0.57063529, 0.72574118, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.1164, 'stroke-width': 2})"
38,snaq-gt-1e5-imb-84-snaq-p548876.snaq.net-1.networks,"(r1:1,(r2:1,(r3:1,((r5:1,(r6:1,r7:2.19112745052):0.531656091699):0.0193082920515,r4:2):0):0.584418000465):0.671551410861,r0:1);","[(['r4'], ['r7'], 0.5, {}, '0.0163')]",['r4'],['r7'],0.5,0.7502477685527258,0.0163,"(['r4'], ['r7'], 0.7502477685527258, {'stroke': array((0.31237647, 0.38267451, 0.66981176, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.0326, 'stroke-width': 2})"
39,snaq-gt-1e5-imb-63-snaq-p548876.snaq.net-1.networks,"(r1:1,(r2:1,(r3:1,(r4:1,(r5:1,(r7:1,r6:1):0.452827035865):0.0153958006246):0.0153581911704):0.588311655297):0.683891553688,r0:1);","[(['r7', 'r6'], ['r3', 'r4', 'r5', 'r7', 'r6'], 0.5, {}, '0.256')]","['r7', 'r6']","['r3', 'r4', 'r5', 'r7', 'r6']",0.5,0.7089053230770772,0.256,"(['r7', 'r6'], ['r3', 'r4', 'r5', 'r7', 'r6'], 0.7089053230770772, {'stroke': array((0.99952941, 0.98541176, 0.72454902, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.512, 'stroke-width': 2})"
40,snaq-gt-1e5-imb-36-snaq-p548876.snaq.net-1.networks,"(r1:1,(r2:1,(r3:1,(r5:1,((r7:1,r6:3.21246907972):0.548516525831,r4:2):0):0.0149353232132):0.551474375219):0.685865723541,r0:1);","[(['r4'], ['r6'], 0.5, {}, '0.0165')]",['r4'],['r6'],0.5,0.4581386926306812,0.0165,"(['r4'], ['r6'], 0.4581386926306812, {'stroke': array((0.31168627, 0.38356863, 0.67023529, 1.),
      dtype=[('r', '<f8'), ('g', '<f8'), ('b', '<f8'), ('a', '<f8')]), 'stroke-opacity': 0.033, 'stroke-width': 2})"
