qind,t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
1,r0,r1,r2,r3,0.9856,0.0078,0.0066,5000.0
2,r0,r1,r2,r4,0.9854,0.0074,0.0072,5000.0
3,r0,r1,r3,r4,0.9856,0.0074,0.007,5000.0
4,r0,r2,r3,r4,0.297,0.2804,0.4226,5000.0
5,r1,r2,r3,r4,0.2958,0.2806,0.4236,5000.0
6,r0,r1,r2,r5,0.9856,0.0072,0.0072,5000.0
7,r0,r1,r3,r5,0.9856,0.0074,0.007,5000.0
8,r0,r2,r3,r5,0.2968,0.2804,0.4228,5000.0
9,r1,r2,r3,r5,0.2958,0.2804,0.4238,5000.0
10,r0,r1,r4,r5,0.9998,0.0,0.0002,5000.0
11,r0,r2,r4,r5,0.9882,0.0054,0.0064,5000.0
12,r1,r2,r4,r5,0.9882,0.0054,0.0064,5000.0
13,r0,r3,r4,r5,0.9882,0.0056,0.0062,5000.0
14,r1,r3,r4,r5,0.9884,0.0056,0.006,5000.0
15,r2,r3,r4,r5,0.9906,0.0048,0.0046,5000.0
16,r0,r1,r2,r6,0.9862,0.0072,0.0066,5000.0
17,r0,r1,r3,r6,0.9856,0.0078,0.0066,5000.0
18,r0,r2,r3,r6,0.2982,0.2878,0.414,5000.0
19,r1,r2,r3,r6,0.296,0.288,0.416,5000.0
20,r0,r1,r4,r6,0.9894,0.0052,0.0054,5000.0
21,r0,r2,r4,r6,0.4444,0.2856,0.27,5000.0
22,r1,r2,r4,r6,0.4434,0.2858,0.2708,5000.0
23,r0,r3,r4,r6,0.438,0.283,0.279,5000.0
24,r1,r3,r4,r6,0.4368,0.2838,0.2794,5000.0
25,r2,r3,r4,r6,0.4958,0.2504,0.2538,5000.0
26,r0,r1,r5,r6,0.9896,0.0052,0.0052,5000.0
27,r0,r2,r5,r6,0.4442,0.2866,0.2692,5000.0
28,r1,r2,r5,r6,0.4432,0.2868,0.27,5000.0
29,r0,r3,r5,r6,0.438,0.2836,0.2784,5000.0
30,r1,r3,r5,r6,0.4366,0.2844,0.279,5000.0
31,r2,r3,r5,r6,0.4964,0.2496,0.254,5000.0
32,r0,r4,r5,r6,0.0064,0.0068,0.9868,5000.0
33,r1,r4,r5,r6,0.0064,0.0068,0.9868,5000.0
34,r2,r4,r5,r6,0.0076,0.0058,0.9866,5000.0
35,r3,r4,r5,r6,0.006,0.0064,0.9876,5000.0
36,r0,r1,r2,r7,0.9854,0.0078,0.0068,5000.0
37,r0,r1,r3,r7,0.9864,0.0064,0.0072,5000.0
38,r0,r2,r3,r7,0.2986,0.286,0.4154,5000.0
39,r1,r2,r3,r7,0.2976,0.2862,0.4162,5000.0
40,r0,r1,r4,r7,0.9876,0.0066,0.0058,5000.0
41,r0,r2,r4,r7,0.4476,0.2776,0.2748,5000.0
42,r1,r2,r4,r7,0.4454,0.2778,0.2768,5000.0
43,r0,r3,r4,r7,0.4462,0.2782,0.2756,5000.0
44,r1,r3,r4,r7,0.4454,0.2788,0.2758,5000.0
45,r2,r3,r4,r7,0.499,0.2502,0.2508,5000.0
46,r0,r1,r5,r7,0.9874,0.0068,0.0058,5000.0
47,r0,r2,r5,r7,0.4462,0.2788,0.275,5000.0
48,r1,r2,r5,r7,0.444,0.279,0.277,5000.0
49,r0,r3,r5,r7,0.444,0.28,0.276,5000.0
50,r1,r3,r5,r7,0.4434,0.2804,0.2762,5000.0
51,r2,r3,r5,r7,0.4984,0.2508,0.2508,5000.0
52,r0,r4,r5,r7,0.005,0.0084,0.9866,5000.0
53,r1,r4,r5,r7,0.005,0.0084,0.9866,5000.0
54,r2,r4,r5,r7,0.0056,0.0078,0.9866,5000.0
55,r3,r4,r5,r7,0.0054,0.0078,0.9868,5000.0
56,r0,r1,r6,r7,0.9882,0.0056,0.0062,5000.0
57,r0,r2,r6,r7,0.499,0.2488,0.2522,5000.0
58,r1,r2,r6,r7,0.4966,0.2496,0.2538,5000.0
59,r0,r3,r6,r7,0.4956,0.2496,0.2548,5000.0
60,r1,r3,r6,r7,0.4946,0.2506,0.2548,5000.0
61,r2,r3,r6,r7,0.5582,0.2166,0.2252,5000.0
62,r0,r4,r6,r7,0.4166,0.293,0.2904,5000.0
63,r1,r4,r6,r7,0.4164,0.2936,0.29,5000.0
64,r2,r4,r6,r7,0.4148,0.291,0.2942,5000.0
65,r3,r4,r6,r7,0.4142,0.2928,0.293,5000.0
66,r0,r5,r6,r7,0.4174,0.2912,0.2914,5000.0
67,r1,r5,r6,r7,0.4172,0.2918,0.291,5000.0
68,r2,r5,r6,r7,0.4144,0.2906,0.295,5000.0
69,r3,r5,r6,r7,0.4142,0.2924,0.2934,5000.0
70,r4,r5,r6,r7,0.9886,0.0046,0.0068,5000.0
