qind,t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
1,r0,r1,r2,r3,0.4354,0.2784,0.2862,5000.0
2,r0,r1,r2,r4,0.4252,0.282,0.2928,5000.0
3,r0,r1,r3,r4,0.514,0.2376,0.2484,5000.0
4,r0,r2,r3,r4,0.4204,0.2818,0.2978,5000.0
5,r1,r2,r3,r4,0.4296,0.2796,0.2908,5000.0
6,r0,r1,r2,r5,0.4286,0.287,0.2844,5000.0
7,r0,r1,r3,r5,0.5072,0.244,0.2488,5000.0
8,r0,r2,r3,r5,0.4218,0.286,0.2922,5000.0
9,r1,r2,r3,r5,0.4252,0.2892,0.2856,5000.0
10,r0,r1,r4,r5,0.516,0.2474,0.2366,5000.0
11,r0,r2,r4,r5,0.4322,0.2812,0.2866,5000.0
12,r1,r2,r4,r5,0.4352,0.2834,0.2814,5000.0
13,r0,r3,r4,r5,0.34,0.3296,0.3304,5000.0
14,r1,r3,r4,r5,0.3432,0.3274,0.3294,5000.0
15,r2,r3,r4,r5,0.3462,0.3242,0.3296,5000.0
16,r0,r1,r2,r6,0.4348,0.279,0.2862,5000.0
17,r0,r1,r3,r6,0.5098,0.2396,0.2506,5000.0
18,r0,r2,r3,r6,0.421,0.2896,0.2894,5000.0
19,r1,r2,r3,r6,0.4226,0.2892,0.2882,5000.0
20,r0,r1,r4,r6,0.5116,0.2456,0.2428,5000.0
21,r0,r2,r4,r6,0.4258,0.2932,0.281,5000.0
22,r1,r2,r4,r6,0.425,0.294,0.281,5000.0
23,r0,r3,r4,r6,0.3364,0.3366,0.327,5000.0
24,r1,r3,r4,r6,0.3436,0.3318,0.3246,5000.0
25,r2,r3,r4,r6,0.3484,0.3194,0.3322,5000.0
26,r0,r1,r5,r6,0.5162,0.2392,0.2446,5000.0
27,r0,r2,r5,r6,0.438,0.2858,0.2762,5000.0
28,r1,r2,r5,r6,0.4284,0.2872,0.2844,5000.0
29,r0,r3,r5,r6,0.3468,0.3274,0.3258,5000.0
30,r1,r3,r5,r6,0.3522,0.3252,0.3226,5000.0
31,r2,r3,r5,r6,0.3588,0.3192,0.322,5000.0
32,r0,r4,r5,r6,0.3346,0.3294,0.336,5000.0
33,r1,r4,r5,r6,0.333,0.334,0.333,5000.0
34,r2,r4,r5,r6,0.3338,0.3272,0.339,5000.0
35,r3,r4,r5,r6,0.3372,0.3298,0.333,5000.0
36,r0,r1,r2,r7,0.434,0.277,0.289,5000.0
37,r0,r1,r3,r7,0.51,0.2432,0.2468,5000.0
38,r0,r2,r3,r7,0.4144,0.288,0.2976,5000.0
39,r1,r2,r3,r7,0.4194,0.2864,0.2942,5000.0
40,r0,r1,r4,r7,0.5082,0.248,0.2438,5000.0
41,r0,r2,r4,r7,0.4194,0.2926,0.288,5000.0
42,r1,r2,r4,r7,0.4248,0.2926,0.2826,5000.0
43,r0,r3,r4,r7,0.3266,0.3424,0.331,5000.0
44,r1,r3,r4,r7,0.3308,0.337,0.3322,5000.0
45,r2,r3,r4,r7,0.3372,0.332,0.3308,5000.0
46,r0,r1,r5,r7,0.5146,0.2384,0.247,5000.0
47,r0,r2,r5,r7,0.4288,0.2898,0.2814,5000.0
48,r1,r2,r5,r7,0.4294,0.288,0.2826,5000.0
49,r0,r3,r5,r7,0.3432,0.3258,0.331,5000.0
50,r1,r3,r5,r7,0.342,0.3292,0.3288,5000.0
51,r2,r3,r5,r7,0.3512,0.324,0.3248,5000.0
52,r0,r4,r5,r7,0.3396,0.3176,0.3428,5000.0
53,r1,r4,r5,r7,0.3376,0.328,0.3344,5000.0
54,r2,r4,r5,r7,0.3382,0.323,0.3388,5000.0
55,r3,r4,r5,r7,0.3388,0.3216,0.3396,5000.0
56,r0,r1,r6,r7,0.583,0.211,0.206,5000.0
57,r0,r2,r6,r7,0.4962,0.249,0.2548,5000.0
58,r1,r2,r6,r7,0.504,0.2456,0.2504,5000.0
59,r0,r3,r6,r7,0.429,0.282,0.289,5000.0
60,r1,r3,r6,r7,0.4356,0.2784,0.286,5000.0
61,r2,r3,r6,r7,0.4298,0.2838,0.2864,5000.0
62,r0,r4,r6,r7,0.4392,0.274,0.2868,5000.0
63,r1,r4,r6,r7,0.437,0.2748,0.2882,5000.0
64,r2,r4,r6,r7,0.4222,0.2858,0.292,5000.0
65,r3,r4,r6,r7,0.4284,0.2802,0.2914,5000.0
66,r0,r5,r6,r7,0.4182,0.2848,0.297,5000.0
67,r1,r5,r6,r7,0.4254,0.2834,0.2912,5000.0
68,r2,r5,r6,r7,0.419,0.2852,0.2958,5000.0
69,r3,r5,r6,r7,0.416,0.2884,0.2956,5000.0
70,r4,r5,r6,r7,0.4282,0.2862,0.2856,5000.0
