qind,t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
1,r0,r1,r2,r3,0.408,0.2976,0.2944,5000.0
2,r0,r1,r2,r4,0.4076,0.298,0.2944,5000.0
3,r0,r1,r3,r4,0.4838,0.2656,0.2506,5000.0
4,r0,r2,r3,r4,0.4152,0.2902,0.2946,5000.0
5,r1,r2,r3,r4,0.4086,0.2892,0.3022,5000.0
6,r0,r1,r2,r5,0.4172,0.2994,0.2834,5000.0
7,r0,r1,r3,r5,0.4798,0.2698,0.2504,5000.0
8,r0,r2,r3,r5,0.4216,0.2956,0.2828,5000.0
9,r1,r2,r3,r5,0.4156,0.2872,0.2972,5000.0
10,r0,r1,r4,r5,0.5008,0.2574,0.2418,5000.0
11,r0,r2,r4,r5,0.4302,0.291,0.2788,5000.0
12,r1,r2,r4,r5,0.419,0.2896,0.2914,5000.0
13,r0,r3,r4,r5,0.3546,0.3298,0.3156,5000.0
14,r1,r3,r4,r5,0.34,0.3312,0.3288,5000.0
15,r2,r3,r4,r5,0.3476,0.3274,0.325,5000.0
16,r0,r1,r2,r6,0.409,0.2966,0.2944,5000.0
17,r0,r1,r3,r6,0.4846,0.2584,0.257,5000.0
18,r0,r2,r3,r6,0.4166,0.2894,0.294,5000.0
19,r1,r2,r3,r6,0.4058,0.293,0.3012,5000.0
20,r0,r1,r4,r6,0.485,0.2508,0.2642,5000.0
21,r0,r2,r4,r6,0.4188,0.2882,0.293,5000.0
22,r1,r2,r4,r6,0.4162,0.2886,0.2952,5000.0
23,r0,r3,r4,r6,0.3382,0.3328,0.329,5000.0
24,r1,r3,r4,r6,0.334,0.3336,0.3324,5000.0
25,r2,r3,r4,r6,0.3408,0.3362,0.323,5000.0
26,r0,r1,r5,r6,0.5016,0.2342,0.2642,5000.0
27,r0,r2,r5,r6,0.4366,0.2664,0.297,5000.0
28,r1,r2,r5,r6,0.4268,0.286,0.2872,5000.0
29,r0,r3,r5,r6,0.3548,0.3148,0.3304,5000.0
30,r1,r3,r5,r6,0.3504,0.3314,0.3182,5000.0
31,r2,r3,r5,r6,0.3522,0.3266,0.3212,5000.0
32,r0,r4,r5,r6,0.3502,0.307,0.3428,5000.0
33,r1,r4,r5,r6,0.344,0.322,0.334,5000.0
34,r2,r4,r5,r6,0.3458,0.3196,0.3346,5000.0
35,r3,r4,r5,r6,0.3398,0.3202,0.34,5000.0
36,r0,r1,r2,r7,0.4164,0.2978,0.2858,5000.0
37,r0,r1,r3,r7,0.4826,0.2632,0.2542,5000.0
38,r0,r2,r3,r7,0.4126,0.2962,0.2912,5000.0
39,r1,r2,r3,r7,0.4054,0.2964,0.2982,5000.0
40,r0,r1,r4,r7,0.4928,0.2526,0.2546,5000.0
41,r0,r2,r4,r7,0.4234,0.295,0.2816,5000.0
42,r1,r2,r4,r7,0.419,0.2952,0.2858,5000.0
43,r0,r3,r4,r7,0.3532,0.3288,0.318,5000.0
44,r1,r3,r4,r7,0.339,0.3348,0.3262,5000.0
45,r2,r3,r4,r7,0.349,0.3262,0.3248,5000.0
46,r0,r1,r5,r7,0.5,0.2404,0.2596,5000.0
47,r0,r2,r5,r7,0.428,0.28,0.292,5000.0
48,r1,r2,r5,r7,0.4234,0.295,0.2816,5000.0
49,r0,r3,r5,r7,0.3544,0.316,0.3296,5000.0
50,r1,r3,r5,r7,0.3418,0.3354,0.3228,5000.0
51,r2,r3,r5,r7,0.3458,0.3254,0.3288,5000.0
52,r0,r4,r5,r7,0.3442,0.3156,0.3402,5000.0
53,r1,r4,r5,r7,0.3352,0.3338,0.331,5000.0
54,r2,r4,r5,r7,0.3376,0.3264,0.336,5000.0
55,r3,r4,r5,r7,0.3272,0.3292,0.3436,5000.0
56,r0,r1,r6,r7,0.5654,0.2246,0.21,5000.0
57,r0,r2,r6,r7,0.5102,0.2474,0.2424,5000.0
58,r1,r2,r6,r7,0.5008,0.2458,0.2534,5000.0
59,r0,r3,r6,r7,0.4418,0.2854,0.2728,5000.0
60,r1,r3,r6,r7,0.4404,0.2808,0.2788,5000.0
61,r2,r3,r6,r7,0.4396,0.2822,0.2782,5000.0
62,r0,r4,r6,r7,0.4418,0.286,0.2722,5000.0
63,r1,r4,r6,r7,0.4452,0.2866,0.2682,5000.0
64,r2,r4,r6,r7,0.4398,0.2876,0.2726,5000.0
65,r3,r4,r6,r7,0.43,0.2876,0.2824,5000.0
66,r0,r5,r6,r7,0.4158,0.2938,0.2904,5000.0
67,r1,r5,r6,r7,0.4306,0.2752,0.2942,5000.0
68,r2,r5,r6,r7,0.4308,0.2754,0.2938,5000.0
69,r3,r5,r6,r7,0.4184,0.2854,0.2962,5000.0
70,r4,r5,r6,r7,0.4368,0.2694,0.2938,5000.0
