,0
0,0.0
1,0.29912715116429606
2,0.17556643393915264
3,0.20410776171712283
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.19443359141936595
10,0.0
11,0.31325379773618606
12,0.0
13,0.20410776171712294
14,0.0
15,0.0
16,0.0
17,0.17556643393915275
18,0.0
19,0.0
20,0.1790338045715902
21,0.35460023851074296
22,0.0
23,0.29912715116429606
24,0.0
25,0.19443359141936595
26,0.1790338045715902
27,0.19443359141936595
28,0.20410776171712294
29,0.19443359141936595
30,0.1790338045715902
31,0.0
32,0.20410776171712283
33,0.0
34,0.19443359141936586
35,0.19443359141936595
36,0.0
37,0.1790338045715902
38,0.0
39,0.0
40,0.19443359141936595
41,0.0
42,0.0
43,0.20410776171712283
44,0.17556643393915264
45,0.0
46,0.19443359141936595
47,0.29912715116429595
48,0.0
49,0.0
50,0.17556643393915275
51,0.0
52,0.20410776171712283
53,0.0
54,0.0
55,0.0
56,0.0
57,0.19443359141936586
58,0.20410776171712283
59,0.0
60,0.19443359141936595
61,0.0
62,0.0
63,0.17903380457159013
64,0.0
65,0.0
66,0.0
67,0.19443359141936595
68,0.0
69,0.17556643393915275
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.1790338045715902
77,0.19443359141936595
78,0.0
79,0.0
80,0.19443359141936595
81,0.0
82,0.19443359141936595
83,0.0
84,0.19443359141936595
85,0.0
86,0.17556643393915264
87,0.0
88,0.0
89,0.19443359141936595
90,0.19443359141936595
91,0.19443359141936595
92,0.0
93,0.17556643393915275
94,0.0
95,0.1790338045715902
96,0.0
97,0.17556643393915264
98,0.0
99,0.17903380457159013
