,0
0,0.19443359141936595
1,0.0
2,0.0
3,0.19443359141936595
4,0.0
5,0.0
6,0.0
7,0.19443359141936586
8,0.19443359141936595
9,0.19443359141936595
10,0.19443359141936595
11,0.0
12,0.0
13,0.19443359141936595
14,0.0
15,0.0
16,0.0
17,0.19443359141936595
18,0.17556643393915275
19,0.17556643393915275
20,0.19443359141936595
21,0.0
22,0.19443359141936595
23,0.29198726827086396
24,0.1790338045715902
25,0.0
26,0.19443359141936595
27,0.0
28,0.19443359141936595
29,0.0
30,0.0
31,0.19443359141936595
32,0.17556643393915275
33,0.19443359141936595
34,0.0
35,0.19443359141936595
36,0.0
37,0.19443359141936595
38,0.19443359141936595
39,0.0
40,0.20410776171712283
41,0.17556643393915275
42,0.0
43,0.0
44,0.0
45,0.0
46,0.19443359141936595
47,0.0
48,0.19443359141936595
49,0.0
50,0.20410776171712283
51,0.0
52,0.0
53,0.19443359141936595
54,0.0
55,0.19443359141936595
56,0.0
57,0.17556643393915275
58,0.0
59,0.19443359141936595
60,0.34833084106647527
61,0.19443359141936595
62,0.19443359141936595
63,0.19443359141936595
64,0.19443359141936595
65,0.19443359141936595
66,0.17556643393915275
67,0.19443359141936595
68,0.0
69,0.17903380457159013
70,0.19443359141936595
71,0.20410776171712294
72,0.19443359141936595
73,0.0
74,0.0
75,0.17556643393915275
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.19443359141936586
82,0.0
83,0.17556643393915275
84,0.0
85,0.0
86,0.19443359141936595
87,0.0
88,0.0
89,0.31325379773618617
90,0.0
91,0.19443359141936595
92,0.0
93,0.19443359141936595
94,0.0
95,0.17556643393915275
96,0.19443359141936595
97,0.0
98,0.0
99,0.19443359141936595
