,0
0,0.1790338045715902
1,0.0
2,0.20410776171712283
3,0.17903380457159013
4,0.17903380457159013
5,0.19443359141936595
6,0.20410776171712294
7,0.0
8,0.1790338045715902
9,0.20410776171712294
10,0.0
11,0.20410776171712283
12,0.4046744138620866
13,0.20410776171712283
14,0.20410776171712283
15,0.0
16,0.20410776171712283
17,0.0
18,0.0
19,0.0
20,0.20410776171712283
21,0.20410776171712283
22,0.20410776171712294
23,0.34833084106647516
24,0.0
25,0.20410776171712294
26,0.20410776171712283
27,0.0
28,0.1790338045715902
29,0.20410776171712283
30,0.20410776171712294
31,0.20410776171712294
32,0.4046744138620866
33,0.1790338045715902
34,0.0
35,0.0
36,0.20410776171712294
37,0.0
38,0.0
39,0.29912715116429606
40,0.20410776171712283
41,0.0
42,0.20410776171712294
43,0.1790338045715902
44,0.1790338045715902
45,0.1790338045715902
46,0.0
47,0.19443359141936586
48,0.19443359141936595
49,0.20410776171712283
50,0.20410776171712283
51,0.20410776171712294
52,0.17556643393915275
53,0.20410776171712294
54,0.20410776171712283
55,0.19443359141936595
56,0.0
57,0.20410776171712294
58,0.20410776171712283
59,0.1790338045715902
60,0.0
61,0.1790338045715902
62,0.20410776171712283
63,0.19443359141936595
64,0.20410776171712294
65,0.29942994635879155
66,0.17903380457159013
67,0.20410776171712283
68,0.0
69,0.20410776171712283
70,0.29912715116429595
71,0.20410776171712294
72,0.20410776171712294
73,0.34833084106647516
74,0.19443359141936595
75,0.0
76,0.0
77,0.362141354931442
78,0.20410776171712283
79,0.20410776171712294
80,0.20410776171712283
81,0.0
82,0.20410776171712283
83,0.20410776171712283
84,0.29198726827086396
85,0.20410776171712294
86,0.0
87,0.20410776171712283
88,0.20410776171712294
89,0.20410776171712294
90,0.0
91,0.20410776171712294
92,0.20410776171712294
93,0.19443359141936595
94,0.20410776171712283
95,0.17556643393915275
96,0.0
97,0.20410776171712294
98,0.20410776171712294
99,0.20410776171712283
