qind,t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
1,r0,r1,r2,r3,0.7196,0.1442,0.1362,5000.0
2,r0,r1,r2,r4,0.719,0.1456,0.1354,5000.0
3,r0,r1,r3,r4,0.8986,0.0518,0.0496,5000.0
4,r0,r2,r3,r4,0.7246,0.1362,0.1392,5000.0
5,r1,r2,r3,r4,0.7196,0.1378,0.1426,5000.0
6,r0,r1,r2,r5,0.7178,0.1472,0.135,5000.0
7,r0,r1,r3,r5,0.8936,0.054,0.0524,5000.0
8,r0,r2,r3,r5,0.716,0.1438,0.1402,5000.0
9,r1,r2,r3,r5,0.7134,0.1434,0.1432,5000.0
10,r0,r1,r4,r5,0.9038,0.0478,0.0484,5000.0
11,r0,r2,r4,r5,0.7336,0.1352,0.1312,5000.0
12,r1,r2,r4,r5,0.7262,0.1396,0.1342,5000.0
13,r0,r3,r4,r5,0.3534,0.3088,0.3378,5000.0
14,r1,r3,r4,r5,0.3528,0.3112,0.336,5000.0
15,r2,r3,r4,r5,0.3514,0.3114,0.3372,5000.0
16,r0,r1,r2,r6,0.7182,0.1438,0.138,5000.0
17,r0,r1,r3,r6,0.8992,0.0494,0.0514,5000.0
18,r0,r2,r3,r6,0.7246,0.1334,0.142,5000.0
19,r1,r2,r3,r6,0.7212,0.135,0.1438,5000.0
20,r0,r1,r4,r6,0.9054,0.0434,0.0512,5000.0
21,r0,r2,r4,r6,0.7402,0.1236,0.1362,5000.0
22,r1,r2,r4,r6,0.7404,0.127,0.1326,5000.0
23,r0,r3,r4,r6,0.3482,0.3068,0.345,5000.0
24,r1,r3,r4,r6,0.3488,0.3098,0.3414,5000.0
25,r2,r3,r4,r6,0.353,0.31,0.337,5000.0
26,r0,r1,r5,r6,0.903,0.0458,0.0512,5000.0
27,r0,r2,r5,r6,0.732,0.1286,0.1394,5000.0
28,r1,r2,r5,r6,0.732,0.1308,0.1372,5000.0
29,r0,r3,r5,r6,0.3622,0.3122,0.3256,5000.0
30,r1,r3,r5,r6,0.3612,0.313,0.3258,5000.0
31,r2,r3,r5,r6,0.3632,0.3158,0.321,5000.0
32,r0,r4,r5,r6,0.3332,0.3248,0.342,5000.0
33,r1,r4,r5,r6,0.3368,0.3236,0.3396,5000.0
34,r2,r4,r5,r6,0.3318,0.3316,0.3366,5000.0
35,r3,r4,r5,r6,0.3546,0.3234,0.322,5000.0
36,r0,r1,r2,r7,0.718,0.1446,0.1374,5000.0
37,r0,r1,r3,r7,0.8988,0.0496,0.0516,5000.0
38,r0,r2,r3,r7,0.7226,0.134,0.1434,5000.0
39,r1,r2,r3,r7,0.7178,0.137,0.1452,5000.0
40,r0,r1,r4,r7,0.907,0.0444,0.0486,5000.0
41,r0,r2,r4,r7,0.7376,0.1252,0.1372,5000.0
42,r1,r2,r4,r7,0.7384,0.1272,0.1344,5000.0
43,r0,r3,r4,r7,0.3512,0.3042,0.3446,5000.0
44,r1,r3,r4,r7,0.3518,0.3054,0.3428,5000.0
45,r2,r3,r4,r7,0.3502,0.3108,0.339,5000.0
46,r0,r1,r5,r7,0.905,0.0458,0.0492,5000.0
47,r0,r2,r5,r7,0.7358,0.1248,0.1394,5000.0
48,r1,r2,r5,r7,0.7338,0.128,0.1382,5000.0
49,r0,r3,r5,r7,0.361,0.3086,0.3304,5000.0
50,r1,r3,r5,r7,0.362,0.3086,0.3294,5000.0
51,r2,r3,r5,r7,0.3662,0.3116,0.3222,5000.0
52,r0,r4,r5,r7,0.3314,0.3242,0.3444,5000.0
53,r1,r4,r5,r7,0.3348,0.3236,0.3416,5000.0
54,r2,r4,r5,r7,0.3304,0.3306,0.339,5000.0
55,r3,r4,r5,r7,0.36,0.3202,0.3198,5000.0
56,r0,r1,r6,r7,0.957,0.0226,0.0204,5000.0
57,r0,r2,r6,r7,0.8742,0.0634,0.0624,5000.0
58,r1,r2,r6,r7,0.8768,0.0614,0.0618,5000.0
59,r0,r3,r6,r7,0.7004,0.1486,0.151,5000.0
60,r1,r3,r6,r7,0.7014,0.1476,0.151,5000.0
61,r2,r3,r6,r7,0.699,0.1478,0.1532,5000.0
62,r0,r4,r6,r7,0.6848,0.1582,0.157,5000.0
63,r1,r4,r6,r7,0.6838,0.1582,0.158,5000.0
64,r2,r4,r6,r7,0.6862,0.1564,0.1574,5000.0
65,r3,r4,r6,r7,0.6846,0.1602,0.1552,5000.0
66,r0,r5,r6,r7,0.6794,0.1592,0.1614,5000.0
67,r1,r5,r6,r7,0.678,0.1604,0.1616,5000.0
68,r2,r5,r6,r7,0.6802,0.16,0.1598,5000.0
69,r3,r5,r6,r7,0.667,0.1726,0.1604,5000.0
70,r4,r5,r6,r7,0.6602,0.1664,0.1734,5000.0
