qind,t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
1,r0,r1,r2,r3,0.5586250527203711,0.2366090257275411,0.20476592155208773,4742.0
2,r0,r1,r2,r4,0.5573248407643312,0.2316348195329087,0.2110403397027601,4710.0
3,r0,r1,r3,r4,0.5540312368087801,0.2171802448290418,0.22878851836217814,4738.0
4,r0,r2,r3,r4,0.3298360655737705,0.32961748633879784,0.3405464480874317,4575.0
5,r1,r2,r3,r4,0.3163064833005894,0.3383540711635014,0.3453394455359092,4581.0
6,r0,r1,r2,r5,0.5584993641373464,0.22700296735905046,0.21449766850360322,4718.0
7,r0,r1,r3,r5,0.5571007163927518,0.21554993678887485,0.22734934681837338,4746.0
8,r0,r2,r3,r5,0.3324652777777778,0.3248697916666667,0.3426649305555556,4608.0
9,r1,r2,r3,r5,0.3240357376334713,0.3338417955981695,0.3421224667683591,4589.0
10,r0,r1,r4,r5,0.7115584146088401,0.14505084042332433,0.14339074496783566,4819.0
11,r0,r2,r4,r5,0.5649777400890397,0.21602713589145645,0.2189951240195039,4717.0
12,r1,r2,r4,r5,0.5666666666666667,0.21940928270042195,0.2139240506329114,4740.0
13,r0,r3,r4,r5,0.5641405588484335,0.21274343776460627,0.2231160033869602,4724.0
14,r1,r3,r4,r5,0.5693446088794926,0.20993657505285412,0.22071881606765328,4730.0
15,r2,r3,r4,r5,0.5767932489451477,0.20738396624472574,0.2158227848101266,4740.0
16,r0,r1,r2,r6,0.5546413502109705,0.2289029535864979,0.21645569620253163,4740.0
17,r0,r1,r3,r6,0.5564703398775597,0.21574836394342412,0.22778129617901627,4737.0
18,r0,r2,r3,r6,0.33261245674740486,0.31985294117647056,0.3475346020761246,4624.0
19,r1,r2,r3,r6,0.3227410289667099,0.33376567228707305,0.34349329874621704,4626.0
20,r0,r1,r4,r6,0.5724883425180161,0.20898685883849089,0.218524798643493,4718.0
21,r0,r2,r4,r6,0.36007827788649704,0.3120243531202435,0.3278973689932594,4599.0
22,r1,r2,r4,r6,0.353093898745132,0.3208567719601904,0.3260493292946776,4622.0
23,r0,r3,r4,r6,0.3558913710030661,0.31953569864213754,0.32457293035479634,4566.0
24,r1,r3,r4,r6,0.3563945875163684,0.3230030554343082,0.32060235704932344,4582.0
25,r2,r3,r4,r6,0.36836403033586135,0.3170097508125677,0.31462621885157094,4615.0
26,r0,r1,r5,r6,0.579437275227417,0.20943515972075313,0.21112756505182992,4727.0
27,r0,r2,r5,r6,0.35782608695652174,0.3223913043478261,0.31978260869565217,4600.0
28,r1,r2,r5,r6,0.3492647058823529,0.3280709342560554,0.3226643598615917,4624.0
29,r0,r3,r5,r6,0.3483072916666667,0.3324652777777778,0.3192274305555556,4608.0
30,r1,r3,r5,r6,0.3541125541125541,0.32705627705627704,0.31883116883116885,4620.0
31,r2,r3,r5,r6,0.36691272253582286,0.31828050369083805,0.3148067737733391,4606.0
32,r0,r4,r5,r6,0.22032108153781158,0.2291930713983946,0.5504858470637939,4734.0
33,r1,r4,r5,r6,0.21576939381093685,0.22997032640949555,0.5542602797795676,4718.0
34,r2,r4,r5,r6,0.2205419029615627,0.23062381852551986,0.5488342785129174,4761.0
35,r3,r4,r5,r6,0.22344013490725126,0.22027824620573355,0.5562816188870152,4744.0
36,r0,r1,r2,r7,0.5520151930787086,0.22874024055707956,0.21924456636421186,4739.0
37,r0,r1,r3,r7,0.5548961424332344,0.21598134802882576,0.2291225095379398,4718.0
38,r0,r2,r3,r7,0.32785111447738585,0.32352304695953255,0.3486258385630816,4621.0
39,r1,r2,r3,r7,0.31926924749891256,0.33514571552849065,0.3455850369725968,4598.0
40,r0,r1,r4,r7,0.5731216931216931,0.20867724867724868,0.2182010582010582,4725.0
41,r0,r2,r4,r7,0.35656366425597197,0.3179925487617795,0.3254437869822485,4563.0
42,r1,r2,r4,r7,0.3554585152838428,0.322707423580786,0.32183406113537116,4580.0
43,r0,r3,r4,r7,0.35262008733624456,0.3251091703056769,0.3222707423580786,4580.0
44,r1,r3,r4,r7,0.35583224115334205,0.327217125382263,0.31695063346439495,4578.0
45,r2,r3,r4,r7,0.37161430119176597,0.3154929577464789,0.31289274106175513,4615.0
46,r0,r1,r5,r7,0.5672873465933136,0.21561574269995767,0.21709691070672874,4726.0
47,r0,r2,r5,r7,0.34558984460494635,0.3252352812431604,0.32917487415189317,4569.0
48,r1,r2,r5,r7,0.34510750329091705,0.32711715664765245,0.32777534006143044,4558.0
49,r0,r3,r5,r7,0.3419270264365305,0.3331876775180249,0.32488529604544464,4577.0
50,r1,r3,r5,r7,0.34460934089917067,0.3330423395896988,0.3223483195111305,4582.0
51,r2,r3,r5,r7,0.35546875,0.3244357638888889,0.3200954861111111,4608.0
52,r0,r4,r5,r7,0.2118300234892163,0.23574631646380526,0.5524236600469784,4683.0
53,r1,r4,r5,r7,0.21531607976240985,0.23674162070428512,0.5479422995333051,4714.0
54,r2,r4,r5,r7,0.21130637306796526,0.2326910861740419,0.5560025407579928,4723.0
55,r3,r4,r5,r7,0.21817411565346326,0.2247405210760432,0.5570853632704935,4721.0
56,r0,r1,r6,r7,0.5769474350854972,0.21237069875448597,0.21068186616001688,4737.0
57,r0,r2,r6,r7,0.36868466898954705,0.322081881533101,0.30923344947735193,4592.0
58,r1,r2,r6,r7,0.3611171249188136,0.3227971422385798,0.3160857328426066,4619.0
59,r0,r3,r6,r7,0.3606770833333333,0.3226996527777778,0.3166232638888889,4608.0
60,r1,r3,r6,r7,0.36877582083061533,0.3172428788867145,0.31398130028267013,4599.0
61,r2,r3,r6,r7,0.3826068191627104,0.3072939145446698,0.31009926629261975,4634.0
62,r0,r4,r6,r7,0.33530054644808743,0.334207650273224,0.33049180327868855,4575.0
63,r1,r4,r6,r7,0.3373257839721254,0.3314459930313589,0.33122822299651566,4592.0
64,r2,r4,r6,r7,0.3382955771305286,0.32880258899676373,0.33290183387270766,4635.0
65,r3,r4,r6,r7,0.34219628188499784,0.3277129269347168,0.33009079118028534,4626.0
66,r0,r5,r6,r7,0.3484025211910454,0.32558139534883723,0.32601608346011735,4601.0
67,r1,r5,r6,r7,0.34841922910350803,0.3256821134690342,0.32589865742745777,4618.0
68,r2,r5,r6,r7,0.3484553899330309,0.321451717433571,0.33009289263339814,4629.0
69,r3,r5,r6,r7,0.3462370242214533,0.32374567474048443,0.33001730103806226,4624.0
70,r4,r5,r6,r7,0.5587737843551797,0.21733615221987315,0.22389006342494713,4730.0
