,astral_tree,qrt,error_binary
0,"(r6:1,(r7:1,((r4:1,r5:1)1:1.84425324395,((r3:1,r2:1)1:0.0311489981467,(r1:1,r0:1)1:1.77620913914)1:0.0729521409147)1:0.0358789724597):0);",0.0,0
1,"(r1:1,(((r3:1,r2:1)1:0.0591541228463,((r5:1,r4:1)1:1.79250960054,(r6:1,r7:1)1:0.0474488326033)1:0.0738801590575)1:1.81343848091,r0:1):0);",0.0,0
2,"(r5:1,(((r6:1,r7:1)1:0.0543130356567,((r2:1,r3:1)1:0.0505989375865,(r0:1,r1:1)1:1.79702224357)1:0.058060846387)1:1.80269183581,r4:1):0);",0.0,0
3,"(r1:1,(((r3:1,r2:1)1:0.0578423344524,((r5:1,r4:1)1:1.78176162425,(r7:1,r6:1)1:0.0491407805172)1:0.0792837725823)1:1.81068365823,r0:1):0);",0.0,0
4,"(r6:1,(((r4:1,r5:1)1:1.82616277057,((r1:1,r0:1)1:1.81137165275,(r2:1,r3:1)1:0.0652586363871)1:0.0657189816542)1:0.0536007567298,r7:1):0);",0.0,0
5,"(r6:1,(r7:1,((r4:1,r5:1)1:1.80930908757,((r2:1,r3:1)1:0.0459560018409,(r1:1,r0:1)1:1.8072507678)1:0.0730529707443)1:0.0589154878374):0);",0.0,0
6,"(r4:1,(((r7:1,r6:1)0.99:0.0293713573029,((r0:1,r1:1)1:1.83200049877,(r2:1,r3:1)1:0.0503623351957)1:0.0713402447748)1:1.80953805151,r5:1):0);",0.0,0
7,"(r6:1,(((r4:1,r5:1)1:1.77002673923,((r0:1,r1:1)1:1.85043637899,(r3:1,r2:1)1:0.062221671016)1:0.0688469291848)1:0.0399288222317,r7:1):0);",0.0,0
8,"(r2:1,(r3:1,((r0:1,r1:1)1:1.81320862227,((r7:1,r6:1)1:0.0416471699168,(r5:1,r4:1)1:1.82732759307)1:0.0633195083868)1:0.0603083288609):0);",0.0,0
9,"(r0:1,(((r3:1,r2:1)1:0.0711590689432,((r7:1,r6:1)1:0.0587564294627,(r5:1,r4:1)1:1.7779825823)1:0.0756174630378)1:1.82314056671,r1:1):0);",0.0,0
10,"(r0:1,(((r2:1,r3:1)1:0.0610254032284,((r7:1,r6:1)1:0.0585576420652,(r5:1,r4:1)1:1.76914665117)1:0.0724078354451)1:1.75799289967,r1:1):0);",0.0,0
11,"(r3:1,(((r0:1,r1:1)1:1.77355485755,((r7:1,r6:1)1:0.0534820928845,(r5:1,r4:1)1:1.84306855006)1:0.0692285664131)1:0.0584781381694,r2:1):0);",0.0,0
12,"(r0:1,(r1:1,((r2:1,r3:1)1:0.0469771715616,((r6:1,r7:1)1:0.0375903692212,(r4:1,r5:1)1:1.79048553597)1:0.0893181201146)1:1.8077078062):0);",0.0,0
13,"(r4:1,(((r7:1,r6:1)1:0.0439559619577,((r0:1,r1:1)1:1.77909258352,(r2:1,r3:1)1:0.0578820603438)1:0.0703743527589)1:1.7830988208,r5:1):0);",0.0,0
14,"(r1:1,(((r3:1,r2:1)1:0.0520592239832,((r7:1,r6:1)1:0.047999385136,(r4:1,r5:1)1:1.81804678399)1:0.0836359382447)1:1.83834375979,r0:1):0);",0.0,0
15,"(r7:1,(r6:1,((r5:1,r4:1)1:1.81274906344,((r1:1,r0:1)1:1.79295994956,(r2:1,r3:1)1:0.0638189240809)1:0.0541547076006)1:0.0570481478562):0);",0.0,0
16,"(r6:1,(r7:1,((r5:1,r4:1)1:1.84757787299,((r1:1,r0:1)1:1.81504897246,(r2:1,r3:1)1:0.0512301511154)1:0.0698515505271)1:0.0481960845209):0);",0.0,0
17,"(r1:1,(r0:1,(((r7:1,r6:1)1:0.0308396161348,(r4:1,r5:1)1:1.81114226865)1:0.0821695428699,(r3:1,r2:1)1:0.0423900974765)1:1.84330537658):0);",0.0,0
18,"(r5:1,(r4:1,(((r2:1,r3:1)1:0.0476061023999,(r1:1,r0:1)1:1.82453429516)1:0.0730126375925,(r7:1,r6:1)1:0.0494952717275)1:1.7549527236):0);",0.0,0
19,"(r6:1,(r7:1,((r5:1,r4:1)1:1.78265288991,((r3:1,r2:1)1:0.0425465736337,(r1:1,r0:1)1:1.82360492707)1:0.0682045007834)1:0.0515064323715):0);",0.0,0
20,"(r0:1,(r1:1,(((r7:1,r6:1)1:0.065538821311,(r5:1,r4:1)1:1.69621754445)1:0.0771350214768,(r2:1,r3:1)1:0.0461130370171)1:1.82872717342):0);",0.0,0
21,"(r7:1,(r6:1,((r4:1,r5:1)1:1.82499930331,((r0:1,r1:1)1:1.80610908484,(r2:1,r3:1)1:0.0445829949367)1:0.0634593196419)1:0.0451319715013):0);",0.0,0
22,"(r6:1,(r7:1,(((r1:1,r0:1)1:1.78577859016,(r3:1,r2:1)1:0.0493770940275)1:0.0808678830701,(r4:1,r5:1)1:1.84662685057)1:0.0305689853701):0);",0.0,0
23,"(r3:1,(r2:1,(((r5:1,r4:1)1:1.75951646074,(r7:1,r6:1)1:0.0669409246954)1:0.078553490174,(r1:1,r0:1)1:1.79815359339)1:0.0501652092908):0);",0.0,0
