,astral_tree,rfg_mci,error_binary
0,"(r7:1,(r6:1,((r5:1,r4:1)1:0.336074895056,((r2:1,r3:1)0.91:0.0191916861843,(r0:1,r1:1)1:0.329537727723)1:0.0446810043653)0.69:0.0111977342122):0);",1.7763568394002505e-15,0
1,"(r0:1,(r1:1,((r3:1,r2:1)0.69:0.0110460869435,((r4:1,r5:1)1:0.321749121966,(r7:1,r6:1)0.65:0.0100230689514)0.94:0.0206642011038)1:0.333716588798):0);",1.7763568394002505e-15,0
2,"(r7:1,(r6:1,((r4:1,r5:1)1:0.338228426891,((r0:1,r1:1)1:0.315664433467,(r3:1,r2:1)0.86:0.0162531453249)1:0.0349273035686)1:0.0340929110259):0);",1.7763568394002505e-15,0
3,"(r4:1,(r5:1,(((r2:1,r3:1)0.99:0.029294140207,(r1:1,r0:1)1:0.320147013042)1:0.0334918038071,(r7:1,r6:1)0.76:0.0130572820052)1:0.351780778305):0);",0.0,0
4,"(r0:1,(r1:1,(((r7:1,r6:1)0.49:0.00514970972858,(r5:1,r4:1)1:0.329798395556)1:0.0309942951761,(r3:1,r2:1)0.95:0.0211427570226)1:0.327402810617):0);",0.0,0
5,"(r3:1,(r2:1,((r1:1,r0:1)1:0.336179837862,((r4:1,r5:1)1:0.32382015926,(r6:1,r7:1)0.91:0.0185803691592)0.99:0.0294485803618)0.97:0.0241725393936):0);",1.7763568394002505e-15,0
6,"(r3:1,(r2:1,(((r7:1,r6:1)0.9:0.0189241890009,(r4:1,r5:1)1:0.330372104075)1:0.0359761324726,(r0:1,r1:1)1:0.314842234037)0.85:0.0159483369708):0);",0.0,0
7,"(r0:1,(((r3:1,r2:1)0.98:0.024787285638,((r6:1,r7:1)0.87:0.0167867836071,(r5:1,r4:1)1:0.315664433467)0.99:0.0282522925698)1:0.351780778305,r1:1):0);",1.7763568394002505e-15,0
8,"(r5:1,(r4:1,(((r0:1,r1:1)1:0.2967714463,(r2:1,r3:1)0.85:0.0160626292162)1:0.0310523059854,(r7:1,r6:1)0.72:0.0132472263521)1:0.328964497556):0);",0.0,0
9,"(r0:1,(r1:1,((r2:1,r3:1)1:0.0376292986616,((r4:1,r5:1)1:0.319837223696,(r7:1,r6:1)0.79:0.0135892171217)1:0.0361704808232)1:0.319011587651):0);",1.7763568394002505e-15,0
10,"(r0:1,(((r3:1,r2:1)0.85:0.0161007295343,((r4:1,r5:1)1:0.335707681937,(r6:1,r7:1)0.49:0.00496129710438)1:0.0346361573238)1:0.329433479613,r1:1):0);",1.7763568394002505e-15,0
11,"(r0:1,(r1:1,((r3:1,r2:1)0.92:0.0194592549415,((r5:1,r4:1)1:0.331416054478,(r6:1,r7:1)0.64:0.0102124377857)1:0.0427617683369)1:0.305638774044):0);",1.7763568394002505e-15,0
12,"(r3:1,(r2:1,((r1:1,r0:1)1:0.333297915985,((r4:1,r5:1)1:0.32413118513,(r7:1,r6:1)0.95:0.0221772200562)0.99:0.0272885856934)0.9:0.017931254033):0);",1.7763568394002505e-15,0
13,"(r4:1,(((r7:1,r6:1)0.79:0.0145017647135,((r1:1,r0:1)1:0.324027499091,(r3:1,r2:1)0.88:0.0174351560244)1:0.0364620741886)1:0.329850537277,r5:1):0);",1.7763568394002505e-15,0
