qind,t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
1,r0,r1,r2,r3,0.5236,0.2332,0.2432,5000.0
2,r0,r1,r2,r4,0.5166,0.2396,0.2438,5000.0
3,r0,r1,r3,r4,0.5304,0.2356,0.234,5000.0
4,r0,r2,r3,r4,0.332,0.3232,0.3448,5000.0
5,r1,r2,r3,r4,0.3478,0.3168,0.3354,5000.0
6,r0,r1,r2,r5,0.5132,0.2354,0.2514,5000.0
7,r0,r1,r3,r5,0.5218,0.2304,0.2478,5000.0
8,r0,r2,r3,r5,0.3292,0.3166,0.3542,5000.0
9,r1,r2,r3,r5,0.3406,0.319,0.3404,5000.0
10,r0,r1,r4,r5,0.6784,0.1516,0.17,5000.0
11,r0,r2,r4,r5,0.5508,0.2154,0.2338,5000.0
12,r1,r2,r4,r5,0.5578,0.223,0.2192,5000.0
13,r0,r3,r4,r5,0.5454,0.2206,0.234,5000.0
14,r1,r3,r4,r5,0.5426,0.2286,0.2288,5000.0
15,r2,r3,r4,r5,0.5508,0.223,0.2262,5000.0
16,r0,r1,r2,r6,0.5094,0.2332,0.2574,5000.0
17,r0,r1,r3,r6,0.5208,0.2322,0.247,5000.0
18,r0,r2,r3,r6,0.3284,0.3198,0.3518,5000.0
19,r1,r2,r3,r6,0.3376,0.3218,0.3406,5000.0
20,r0,r1,r4,r6,0.538,0.2196,0.2424,5000.0
21,r0,r2,r4,r6,0.357,0.3094,0.3336,5000.0
22,r1,r2,r4,r6,0.3668,0.3206,0.3126,5000.0
23,r0,r3,r4,r6,0.3492,0.3136,0.3372,5000.0
24,r1,r3,r4,r6,0.356,0.3188,0.3252,5000.0
25,r2,r3,r4,r6,0.3692,0.3066,0.3242,5000.0
26,r0,r1,r5,r6,0.5346,0.2264,0.239,5000.0
27,r0,r2,r5,r6,0.3626,0.3156,0.3218,5000.0
28,r1,r2,r5,r6,0.3732,0.3134,0.3134,5000.0
29,r0,r3,r5,r6,0.3488,0.3196,0.3316,5000.0
30,r1,r3,r5,r6,0.3566,0.3164,0.327,5000.0
31,r2,r3,r5,r6,0.3734,0.3102,0.3164,5000.0
32,r0,r4,r5,r6,0.2278,0.2426,0.5296,5000.0
33,r1,r4,r5,r6,0.2376,0.24,0.5224,5000.0
34,r2,r4,r5,r6,0.2338,0.2332,0.533,5000.0
35,r3,r4,r5,r6,0.2334,0.2392,0.5274,5000.0
36,r0,r1,r2,r7,0.514,0.2432,0.2428,5000.0
37,r0,r1,r3,r7,0.5252,0.2402,0.2346,5000.0
38,r0,r2,r3,r7,0.3334,0.3246,0.342,5000.0
39,r1,r2,r3,r7,0.3426,0.3146,0.3428,5000.0
40,r0,r1,r4,r7,0.5474,0.226,0.2266,5000.0
41,r0,r2,r4,r7,0.3676,0.3198,0.3126,5000.0
42,r1,r2,r4,r7,0.3776,0.3048,0.3176,5000.0
43,r0,r3,r4,r7,0.355,0.319,0.326,5000.0
44,r1,r3,r4,r7,0.3518,0.3178,0.3304,5000.0
45,r2,r3,r4,r7,0.3726,0.3156,0.3118,5000.0
46,r0,r1,r5,r7,0.5416,0.238,0.2204,5000.0
47,r0,r2,r5,r7,0.3662,0.3268,0.307,5000.0
48,r1,r2,r5,r7,0.3736,0.3012,0.3252,5000.0
49,r0,r3,r5,r7,0.3502,0.3282,0.3216,5000.0
50,r1,r3,r5,r7,0.3552,0.317,0.3278,5000.0
51,r2,r3,r5,r7,0.3704,0.3168,0.3128,5000.0
52,r0,r4,r5,r7,0.2244,0.2456,0.53,5000.0
53,r1,r4,r5,r7,0.2306,0.2318,0.5376,5000.0
54,r2,r4,r5,r7,0.229,0.2384,0.5326,5000.0
55,r3,r4,r5,r7,0.2274,0.2374,0.5352,5000.0
56,r0,r1,r6,r7,0.5412,0.2368,0.222,5000.0
57,r0,r2,r6,r7,0.3676,0.3234,0.309,5000.0
58,r1,r2,r6,r7,0.373,0.3058,0.3212,5000.0
59,r0,r3,r6,r7,0.3618,0.3304,0.3078,5000.0
60,r1,r3,r6,r7,0.3612,0.3188,0.32,5000.0
61,r2,r3,r6,r7,0.3782,0.3196,0.3022,5000.0
62,r0,r4,r6,r7,0.3386,0.3408,0.3206,5000.0
63,r1,r4,r6,r7,0.3366,0.3302,0.3332,5000.0
64,r2,r4,r6,r7,0.3386,0.3382,0.3232,5000.0
65,r3,r4,r6,r7,0.3488,0.324,0.3272,5000.0
66,r0,r5,r6,r7,0.3454,0.3398,0.3148,5000.0
67,r1,r5,r6,r7,0.3362,0.3332,0.3306,5000.0
68,r2,r5,r6,r7,0.3412,0.3336,0.3252,5000.0
69,r3,r5,r6,r7,0.3468,0.3236,0.3296,5000.0
70,r4,r5,r6,r7,0.5374,0.2302,0.2324,5000.0
